chave_municipio
110001
110002
110020
110032
110120
110170
120034
120040
120080
130260
130290
140010
140045
150040
150080
150125
150140
150178
150215
150240
150270
150293
150307
150309
150345
150420
150440
150480
150506
150550
150553
150580
150613
150616
150650
150658
150670
150680
150715
150730
150795
150803
150808
150810
150812
170070
170110
170200
170210
170220
170230
170320
170360
170386
170388
170700
170730
170765
170820
170930
170950
171150
171180
171215
171250
171420
171510
171575
171610
171620
171660
171665
171670
171700
171820
171840
171870
171884
171888
172030
172049
172093
172097
172100
172110
172125
172210
210005
210030
210043
210100
210140
210150
210160
210170
210232
210235
210255
210280
210300
210317
210320
210330
210340
210350
210380
210400
210405
210420
210455
210500
210530
210550
210570
210592
210670
210790
210860
210900
210975
210990
211003
211010
211102
211130
211160
211230
211280
220010
220027
220220
220620
220690
220730
220980
221070
221100
221120
221160
230130
230410
230440
230470
230520
230550
230710
230730
230765
230810
231100
231140
231330
231360
240200
240280
240500
240810
241080
241250
250220
250355
250370
250400
250480
250770
250937
251090
251140
251300
251330
251600
251620
260040
260110
260140
260220
260345
260392
260590
260600
260960
261000
261110
261140
261485
261560
261650
270030
270040
270140
270160
270410
270480
270690
270710
270770
280120
290060
290070
290090
290280
290320
290323
290330
290405
290460
290590
290650
290710
290810
290870
290930
290980
290990
291110
291460
291600
291735
291760
291800
291850
291955
291980
292020
292060
292210
292225
292350
292370
292430
292530
292620
292740
292810
292890
292900
293010
293015
293020
293030
293050
293077
293090
293130
293240
293360
310350
310375
310420
310450
310540
310620
310670
310740
310810
310930
311180
311230
311260
311370
311420
311570
311580
311800
311830
311860
312230
312410
312620
312770
312790
312840
312860
312910
312980
313190
313380
313420
313480
313505
313520
313550
313630
313720
313840
313862
313880
314200
314280
314310
314330
314500
314530
314570
314590
314700
314760
314790
314800
315057
315120
315210
315460
315670
315720
315780
315980
316210
316245
316294
316310
316510
316570
316720
316860
316960
317010
317020
317040
317120
320080
320090
320410
320520
330040
330240
330250
330400
330420
330455
330560
330580
350075
350130
350160
350280
350320
350330
350370
350380
350390
350400
350570
350600
350610
350650
350750
350760
350780
350820
350950
350960
351050
351060
351280
351300
351380
351440
351500
351620
351630
351640
351740
351880
351900
351907
351920
352010
352050
352100
352120
352290
352410
352480
352520
352670
352680
352690
352850
353050
353260
353280
353400
353470
353860
353870
353880
353920
354100
354160
354340
354390
354630
354660
354680
354780
354850
354870
354890
354980
355030
355090
355170
355220
355240
355280
355630
355640
355700
355710
410140
410390
410480
410490
410590
410690
410765
410860
410940
411060
411070
411250
411295
411520
411990
411995
412190
412650
412795
420290
420400
420420
420540
420600
420820
420890
420910
421160
421190
421567
421620
421700
430250
430310
430510
430545
430610
430920
430990
431020
431130
431220
431306
431410
431490
500025
500110
500124
500210
500215
500240
500270
500290
500320
500325
500330
500630
500660
500720
500740
500800
500830
510020
510030
510035
510040
510060
510100
510125
510180
510185
510260
510269
510270
510300
510310
510320
510335
510340
510385
510510
510525
510550
510560
510562
510590
510610
510615
510617
510619
510625
510626
510630
510631
510665
510670
510675
510677
510704
510706
510729
510730
510760
510787
510790
510792
510795
510820
510860
520005
520010
520013
520015
520017
520020
520025
520030
520050
520055
520060
520080
520082
520085
520090
520110
520120
520130
520140
520145
520150
520160
520170
520180
520215
520235
520250
520260
520280
520310
520320
520330
520340
520350
520355
520357
520360
520380
520390
520393
520396
520400
520410
520420
520425
520430
520440
520450
520455
520460
520465
520470
520480
520485
520490
520495
520500
520505
520510
520520
520530
520540
520545
520547
520549
520551
520552
520570
520580
520590
520620
520630
520640
520650
520660
520670
520680
520690
520710
520725
520735
520740
520750
520753
520760
520780
520790
520800
520810
520815
520830
520840
520850
520860
520870
520880
520890
520910
520915
520920
520929
520940
520945
520960
520970
520980
520990
520993
520995
521000
521010
521015
521020
521030
521040
521056
521060
521080
521090
521100
521120
521130
521140
521150
521160
521170
521180
521190
521200
521205
521210
521220
521225
521230
521250
521260
521270
521280
521290
521295
521300
521305
521308
521310
521340
521350
521370
521375
521377
521380
521385
521390
521400
521405
521410
521440
521450
521460
521470
521480
521483
521486
521487
521490
521500
521520
521523
521525
521530
521540
521550
521560
521565
521570
521580
521590
521600
521630
521640
521645
521680
521690
521710
521720
521730
521740
521760
521770
521800
521805
521810
521830
521839
521850
521860
521870
521878
521880
521890
521900
521910
521920
521925
521930
521935
521940
521945
521950
521960
521970
521971
521973
521975
521980
521990
522000
522005
522010
522015
522020
522026
522028
522040
522045
522050
522060
522068
522070
522100
522108
522119
522130
522140
522145
522150
522155
522157
522160
522170
522180
522185
522190
522200
522205
522220
522230
530010
