M0010;M0020;M0100;M0101;M0110;M0120;M0130;M0140;M0150;M0160;M0170;MM0150;MM0160;MM0170
5;52;7130283;M001;2.9996421517946;01;01;1;3;1;16;0;0;0
5;52;4953983;M001;6.3341563016075;01;01;1;3;2;11;0;0;0
5;52;7756518;M001;3.1281527755355;01;01;1;4;1;05;0;0;0
5;52;1588965;M001;6.400747399714;01;01;1;3;1;17;0;0;0
5;52;836646;M001;4.6065805407184;01;01;1;3;1;15;0;0;0
5;52;1696044;M001;3.9616410919247;01;01;1;3;2;14;0;0;0
5;52;3150516;M001;6.0182354041694;01;01;1;3;1;11;0;0;0
5;52;7258587;M001;3.2852170653189;01;01;1;2;1;12;0;0;0
5;52;1587459;M001;6.4659439103282;01;01;1;1;2;15;0;0;0
5;52;5267653;M001;5.0847902308841;01;01;1;1;1;04;0;0;0
5;52;6996587;M001;2.3381944835344;01;01;1;4;1;04;0;0;0
5;52;3093886;M001;4.2449163964729;01;01;1;3;2;11;0;0;0
5;52;6362154;M002;4.2449163964729;01;01;1;1;2;16;0;0;0
5;52;1835866;M001;5.1924771122006;01;01;1;3;1;17;0;0;0
5;52;1835866;M002;5.1924771122006;01;01;1;2;2;16;0;0;0
5;52;3835620;M001;4.9478195873692;01;01;1;2;2;17;0;0;0
5;52;5814652;M001;4.8244793074899;08;01;2;1;1;12;0;0;0
5;52;6359729;M001;5.6810275362853;01;01;1;2;1;13;0;0;0
5;52;4707677;M001;6.7343231944678;01;01;1;3;1;12;0;0;0
5;52;2959918;M001;4.9978882430052;01;01;1;2;1;14;0;0;0
5;52;3266517;M001;11.6484296742759;01;01;1;2;1;11;0;0;0
5;52;5855354;M001;5.9321583063498;01;01;1;1;2;17;0;0;0
5;52;3561992;M001;3.7963843634928;01;01;1;3;1;16;0;0;0
5;52;7119757;M001;11.525139727374;01;01;1;3;1;17;0;0;0
5;52;5584318;M001;4.888126325508;01;01;1;4;2;15;0;0;0
5;52;4662083;M001;5.7340937973787;01;01;1;1;1;15;0;0;0
5;52;1382227;M001;3.601025913384;01;01;1;3;2;15;0;0;0
5;52;1156056;M001;4.0259123264139;01;01;1;2;1;01;0;0;0
5;52;6724812;M001;4.6830027982947;01;01;1;4;2;08;0;0;0
5;52;1780432;M001;2.0625167606236;01;01;1;2;2;17;0;0;0
5;52;382252;M001;3.3858168877705;01;01;1;1;1;13;0;0;0
5;52;6857385;M001;6.8157328992167;01;01;1;3;1;16;0;0;0
5;52;5776293;M001;3.4222256352148;01;01;1;4;2;17;0;0;0
5;52;690580;M001;5.6398141067359;01;01;1;3;2;17;0;0;0
5;52;4078937;M001;5.4205726561312;01;01;1;1;2;17;0;0;0
5;52;1618101;M001;3.4287588268299;01;01;1;1;2;17;0;0;0
5;52;1618101;M002;3.4287588268299;01;01;1;1;1;12;0;0;0
5;52;1940868;M001;6.2128459005234;01;01;1;1;1;11;0;0;0
5;52;221543;M001;3.3616744932637;01;01;1;4;1;17;0;0;0
5;52;6658365;M001;5.1136067884939;01;01;1;4;2;17;0;0;0
5;52;4372978;M001;2.7113613354747;01;01;1;3;2;17;0;0;0
5;52;4879170;M001;4.4015922981585;01;01;1;1;2;05;0;0;0
5;52;865171;M001;6.3301745795978;01;01;1;2;2;16;0;0;0
5;52;5766465;M001;3.350414075784;01;01;1;4;1;10;0;0;0
5;52;6525658;M001;4.1854635841023;01;01;1;4;1;11;0;0;0
5;52;6479703;M001;3.3790362085691;01;01;1;3;2;05;0;0;0
5;52;4108448;M001;4.9350316775597;01;01;1;3;2;16;0;0;0
5;52;2262314;M001;3.5928331245996;01;01;1;3;2;12;0;0;0
5;52;2262314;M002;3.5928331245996;01;01;1;3;1;17;0;0;0
5;52;7107230;M001;4.0347880701968;01;01;1;1;1;08;0;0;0
5;52;2433210;M001;7.0678176983558;01;01;1;1;2;16;0;0;0
5;52;1693462;M001;4.3768683441195;01;01;1;3;1;17;0;0;0
5;52;6096813;M001;11.6484296742759;01;01;1;4;2;17;0;0;0
5;52;6583374;M001;5.6636678602877;01;01;1;2;1;10;0;0;0
5;52;6707687;M001;3.6937133054813;01;01;1;2;1;10;0;0;0
5;52;2469496;M001;4.2502544730638;01;01;1;4;2;17;0;0;0
5;52;1985981;M001;5.4101810711576;01;01;1;3;1;17;0;0;0
5;52;5806992;M001;4.6942727193752;01;01;1;3;2;17;0;0;0
5;52;7173615;M001;4.0335009241075;08;01;2;2;2;16;0;0;0
5;52;5378416;M001;4.5309139654919;08;01;2;3;2;07;0;0;0
5;52;1823996;M001;4.8766732010555;08;01;2;1;1;13;0;0;0
5;52;7684038;M001;7.9250777350222;08;01;2;4;2;14;0;0;0
5;52;6401719;M001;4.7000941934626;08;01;2;2;2;15;0;0;0
5;52;3083026;M001;8.5071870354453;08;01;2;1;1;05;0;0;0
5;52;1919142;M001;6.1413037760106;08;01;2;2;1;17;0;0;0
5;52;1259935;M001;4.7626848396916;08;01;2;3;1;17;0;0;0
5;52;2913732;M001;4.8519030509989;08;01;2;1;2;05;0;0;0
5;52;5829725;M001;5.2020950097694;08;01;2;3;1;05;0;0;0
5;52;1862332;M001;4.8766732010555;08;01;2;4;2;15;0;0;0
5;52;5373009;M001;3.2659038575143;08;01;2;1;1;14;0;0;0
5;52;3318552;M001;7.9909644465483;01;01;1;4;1;13;0;0;0
5;52;1324429;M001;8.0750755807532;01;01;1;1;1;14;0;0;0
5;52;6071106;M001;5.0470817091706;01;01;1;4;1;15;0;0;0
5;52;2362196;M001;5.0512656323672;01;01;1;2;1;15;0;0;0
5;52;4210551;M001;3.5792338165559;08;01;2;1;1;04;0;0;0
5;52;3795882;M001;5.1984487269081;01;01;1;3;1;04;0;0;0
5;52;7564932;M001;5.2984880649533;01;01;1;4;2;16;0;0;0
5;52;6567052;M001;4.3615460273897;01;01;1;1;1;15;0;0;0
5;52;5418334;M001;6.0909943921875;01;01;1;3;1;05;0;0;0
5;52;7180047;M001;3.1594487021964;01;01;1;2;1;14;0;0;0
5;52;3586759;M001;9.4880342850616;01;01;1;4;2;17;0;0;0
5;52;7681595;M001;8.4186378652481;01;01;1;3;1;11;0;0;0
5;52;2535844;M001;9.4880342850616;01;01;1;4;1;16;0;0;0
5;52;7219992;M001;9.4880342850616;01;01;1;2;1;14;0;0;0
5;52;1626452;M001;9.4880342850616;01;01;1;4;1;17;0;0;0
5;52;4822569;M001;10.4335444298924;01;01;1;2;1;15;0;0;0
5;52;3963245;M001;9.4880342850616;01;01;1;2;1;10;0;0;0
5;52;3699853;M001;10.4335444298924;01;01;1;2;2;16;0;0;0
5;52;6031556;M001;9.8988462199857;01;01;1;3;2;12;0;0;1
5;52;311987;M001;9.4880342850616;01;01;1;1;1;13;0;0;0
5;52;4058564;M001;9.8988462199857;01;01;1;3;1;12;0;0;0
5;52;4242399;M001;11.3790545747233;01;01;1;2;1;11;0;0;0
5;52;4352503;M001;10.9682426397991;01;01;1;3;2;16;0;0;0
5;52;5076457;M001;10.4335444298924;01;01;1;3;1;17;0;0;0
5;52;7370417;M001;10.9682426397991;01;01;1;4;2;15;0;0;0
5;52;4243807;M001;9.4880342850616;01;01;1;1;1;17;0;0;0
5;52;7140980;M001;10.369046304849;01;01;1;3;1;17;0;0;0
5;52;3578980;M001;10.2225078799234;01;01;1;3;1;17;0;0;0
5;52;105445;M001;7.2849889272117;01;01;1;2;1;14;0;0;0
5;52;797237;M001;14.7783246005994;01;01;1;4;2;15;0;0;0
5;52;1101133;M001;9.4017624703;01;01;1;4;1;10;0;0;0
5;52;6408294;M001;6.7215927342155;01;01;1;4;2;15;0;0;0
5;52;5729768;M001;14.1485769700726;01;01;1;2;1;15;0;0;0
5;52;464807;M001;14.9809353425509;01;01;1;1;2;17;0;0;0
5;52;6333244;M001;12.5960563686171;01;01;1;3;1;13;0;0;0
5;52;5934018;M001;8.573944324542;01;01;1;4;2;17;0;0;0
5;52;699368;M001;7.4258516213971;01;01;1;3;2;17;0;0;0
5;52;7643867;M001;5.7623571258029;01;01;1;3;1;01;0;0;0
5;52;1217374;M001;9.600100975014;01;01;1;3;1;16;0;0;0
5;52;7672041;M001;10.907587313771;01;01;1;4;1;17;0;0;0
5;52;4653577;M001;9.0650460429851;01;01;1;3;1;15;0;0;0
5;52;1544017;M001;7.4832061620826;01;01;1;3;1;16;0;0;0
5;52;5031086;M001;10.9283985357608;01;01;1;4;2;14;0;0;0
5;52;2861317;M001;10.8713823079642;01;01;1;4;1;17;0;0;0
5;52;4735831;M001;12.797955734398;01;01;1;3;2;13;0;0;0
5;52;2558090;M001;7.8413102726072;01;01;1;2;2;14;0;0;0
5;52;3331461;M001;7.1611943829818;01;01;1;1;1;11;0;0;0
5;52;4602817;M001;8.9422215596677;01;01;1;3;1;11;0;0;0
5;52;2771774;M001;9.5563545168546;01;01;1;3;2;07;0;0;0
5;52;1680389;M001;9.2121480517795;01;01;1;3;1;09;0;0;0
5;52;940224;M001;4.277527544438;01;01;1;3;2;17;0;0;0
5;52;852425;M001;19.3974233230385;01;01;1;1;1;15;0;0;0
5;52;2136818;M001;10.8375476450367;01;01;1;4;2;99;0;0;1
5;52;1413879;M001;12.4837381107684;01;01;1;3;2;11;0;0;0
5;52;4861747;M001;7.0873222770278;01;01;1;2;2;12;0;0;0
5;52;4861747;M003;7.0873222770278;01;01;1;2;2;08;0;0;0
5;52;6859757;M001;14.6262910841915;01;01;1;1;2;16;0;0;0
5;52;5278479;M001;12.2069320785376;01;01;1;4;1;05;0;0;0
5;52;4859221;M001;9.4880342850616;01;01;1;1;1;15;0;0;0
5;52;1465261;M001;9.8988462199857;01;01;1;2;1;17;0;0;0
5;52;4092411;M001;11.91375278463;01;01;1;4;2;14;0;0;0
5;52;683397;M001;9.4880342850616;01;01;1;2;1;16;0;0;0
5;52;3228959;M001;9.4880342850616;01;01;1;2;1;11;0;0;0
5;52;4302079;M001;9.4880342850616;01;01;1;4;1;13;0;0;0
5;52;5481242;M001;10.4335444298924;01;01;1;1;2;16;0;0;0
5;52;1810242;M001;10.4335444298924;01;01;1;2;1;17;0;0;0
5;52;2014979;M001;10.4335444298924;01;01;1;1;1;09;0;0;0
5;52;3652441;M001;24.0673778630402;01;01;1;4;1;16;0;0;0
5;52;4628310;M001;6.1950554523158;01;01;1;4;1;17;0;0;0
5;52;5552913;M001;8.5171664537159;01;01;1;2;2;11;0;0;0
5;52;7628656;M001;8.4728953993343;01;01;1;3;1;13;0;0;0
5;52;6935603;M001;8.4753152282501;01;01;1;2;2;10;0;0;0
5;52;7670416;M001;11.6035237466939;01;01;1;2;2;14;0;0;0
5;52;5514250;M001;7.8502107487543;01;01;1;3;1;13;0;0;0
5;52;1776577;M001;7.607155023755;08;01;2;1;2;17;0;0;0
5;52;5977486;M001;8.4469253510032;05;01;2;2;1;15;0;0;0
5;52;1805653;M001;6.9270941350973;05;01;2;3;2;12;0;0;0
5;52;1805653;M002;6.9270941350973;05;01;2;3;1;14;0;0;0
5;52;4761362;M001;16.8350998922938;01;01;1;2;1;04;0;0;0
5;52;2422147;M001;11.7493034603432;01;01;1;2;1;04;0;0;0
5;52;7623117;M001;6.3667865218639;01;01;1;3;1;17;0;0;0
5;52;946176;M001;7.8371400849801;08;01;2;3;2;08;0;0;0
5;52;1787095;M001;10.6055931445307;02;01;1;4;1;16;0;0;0
5;52;6257059;M001;6.4171165414634;01;01;1;3;1;17;0;0;0
5;52;2217774;M001;7.3464433569808;02;01;1;2;1;02;0;0;0
5;52;7514122;M001;8.9119401267636;02;01;1;3;1;05;0;0;0
5;52;7348066;M001;11.1076342009454;01;01;1;2;2;15;0;0;0
5;52;7348066;M002;11.1076342009454;01;01;1;3;1;07;0;0;0
5;52;1764983;M001;9.8763645963297;02;01;1;2;2;08;0;0;0
5;52;5527558;M001;10.5911374866221;01;01;1;3;2;10;0;0;0
5;52;4545782;M001;7.5304953709318;01;01;1;3;1;04;0;0;0
5;52;7147204;M001;4.812002088896;01;01;1;4;1;01;0;0;0
5;52;1868656;M001;9.0715287165581;01;01;1;3;1;17;0;0;0
5;52;3163956;M001;8.9533360751548;01;01;1;1;1;17;0;0;0
5;52;3869113;M001;8.9533360751548;01;01;1;2;1;09;0;0;0
5;52;7790496;M001;9.8988462199857;01;01;1;3;1;12;0;0;0
5;52;6842530;M001;2.9036348810842;01;01;1;4;2;04;0;0;0
5;52;4293396;M001;2.3527847643488;01;01;1;3;2;12;0;0;0
5;52;1630243;M001;1.9574601443139;01;01;1;3;1;07;0;0;0
5;52;7403844;M001;8.1708560873643;01;01;1;3;1;14;0;0;0
5;52;7026937;M001;10.2717073289525;01;01;1;3;1;14;0;0;0
5;52;3314672;M001;1.6535645362206;01;01;1;3;1;08;0;0;0
5;52;6057483;M001;1.8020846154116;01;01;1;3;1;09;0;0;0
5;52;5490082;M001;6.4770159861674;01;01;1;3;2;09;0;0;0
5;52;5851687;M001;14.5412942324527;01;01;1;3;2;17;0;0;0
5;52;4466121;M001;11.6394703737887;01;01;1;3;1;17;0;0;0
5;52;5295580;M001;6.3564659321453;01;01;1;2;1;17;0;0;0
5;52;1272897;M001;9.8971775635811;01;01;1;1;1;11;0;0;0
5;52;4994302;M001;13.6953109872228;01;01;1;1;2;08;0;0;0
5;52;6586582;M001;8.8068101296533;01;01;1;2;1;15;0;0;0
5;52;6832324;M001;9.7966203012404;01;01;1;1;1;14;0;0;0
5;52;6351680;M001;8.9835943732103;01;01;1;1;1;07;0;0;0
5;52;7490481;M001;9.8971775635811;01;01;1;1;2;17;0;0;0
5;52;3079223;M001;9.8140340338974;01;01;1;2;1;14;0;0;0
5;52;2904762;M001;6.9575093569041;01;01;1;2;2;05;0;0;0
5;52;7587164;M001;7.332361265821;01;01;1;1;1;05;0;0;0
5;52;7587164;M002;7.332361265821;01;01;1;1;1;15;0;0;0
5;52;1866095;M001;18.4639079079698;01;01;1;3;1;15;0;0;0
5;52;6759018;M001;10.7560306834717;01;01;1;3;1;14;0;0;0
5;52;5566694;M001;6.3703213832429;01;05;1;3;1;06;0;0;0
5;52;2967802;M001;4.4424675623694;01;01;1;3;1;07;0;0;0
5;52;5510036;M001;8.136361590689;01;01;1;1;2;17;0;0;0
5;52;4444723;M001;10.9926040731422;01;01;1;3;1;17;0;0;0
5;52;1378417;M001;10.2888716829582;01;01;1;1;2;01;0;0;0
5;52;1137716;M001;6.6945174651634;01;01;1;3;2;17;0;0;0
5;52;139952;M001;6.0506854663632;01;01;1;4;2;17;0;0;0
5;52;502636;M001;11.8172131981103;01;01;1;1;2;17;0;0;0
5;52;138000;M001;8.3946566215586;01;01;1;4;1;08;0;0;0
5;52;5838110;M001;13.2408184533928;01;01;1;2;1;17;0;0;0
5;52;1796341;M001;10.0129172862744;01;01;1;2;2;01;0;0;0
5;52;2665707;M001;9.944640941302;01;01;1;4;2;09;0;0;0
5;52;4869772;M001;9.6483030121739;01;01;1;1;2;07;0;0;0
5;52;4985979;M002;7.0521024695809;01;01;1;2;2;15;0;0;0
5;52;4985979;M003;7.0521024695809;01;01;1;4;2;10;0;0;0
5;52;2761400;M001;10.6222018514244;01;01;1;3;2;09;0;0;0
5;52;2593617;M001;6.8963393134134;01;01;1;2;2;14;0;0;0
5;52;7185195;M001;8.1612937504646;01;01;1;2;1;04;0;0;0
5;52;3262675;M001;13.5123798708545;01;01;1;4;1;17;0;0;0
5;52;983292;M001;9.784951846527;01;01;1;3;1;08;0;0;0
5;52;1924398;M001;12.7757484231397;01;01;1;1;1;01;0;0;0
5;52;3005259;M001;12.6765977997417;01;01;1;1;2;16;0;0;0
5;52;5436790;M001;9.8140340338974;01;01;1;4;1;13;0;0;0
5;52;1843398;M001;7.9357896282277;01;01;1;3;1;09;0;0;0
5;52;5195695;M001;4.4294391394474;01;01;1;3;2;14;0;0;0
5;52;6567055;M001;14.4939707382226;01;01;1;1;2;17;0;0;0
5;52;5436603;M001;9.3732675807306;01;01;1;2;1;10;0;0;0
5;52;1098725;M001;12.0995531871938;01;01;1;4;1;09;0;0;0
5;52;2801298;M001;7.4258516213971;01;01;1;4;1;14;0;0;0
5;52;902997;M001;10.1114089641691;01;01;1;1;1;17;0;0;0
5;52;2760642;M001;10.2580524082589;01;01;1;3;2;12;0;0;0
5;52;1250220;M001;9.1360055612794;01;01;1;1;2;13;0;0;0
5;52;2015092;M001;4.1630201208557;01;01;1;3;1;15;0;0;0
5;52;1995566;M001;8.0207930970279;01;01;1;1;1;10;0;0;0
5;52;838667;M001;9.215412393101;01;01;1;1;2;05;0;0;0
5;52;4230815;M001;9.8080882513573;01;01;1;3;1;07;0;0;0
5;52;4362542;M001;9.1287700453041;01;01;1;3;2;17;0;0;0
5;52;5345495;M001;8.9873508089452;01;01;1;2;1;10;0;0;0
5;52;3728368;M001;9.3248246098033;01;01;1;3;2;10;0;0;0
5;52;2039338;M001;10.3710895253975;01;01;1;1;1;07;0;0;0
5;52;2220157;M001;21.022594862139;01;01;1;3;1;07;0;0;0
5;52;2220157;M002;21.022594862139;01;01;1;4;1;07;0;0;0
5;52;3308030;M001;6.7800023921383;01;01;1;4;2;14;0;0;0
5;52;7144899;M001;9.9889300522738;01;01;1;3;1;09;0;0;0
5;52;3678712;M001;7.8866688377912;01;01;1;3;1;09;0;0;0
5;52;5118361;M001;9.8348792528847;01;01;1;2;2;17;0;0;0
5;52;3995823;M001;8.9873508089452;01;01;1;4;1;17;0;0;0
5;52;4312303;M001;10.673869489503;01;01;1;3;1;14;0;0;0
5;52;294809;M001;9.6483030121739;01;01;1;4;1;09;0;0;0
5;52;5037715;M001;9.8763645963297;01;01;1;2;1;10;0;0;0
5;52;5239143;M001;9.2836887380734;01;01;1;3;1;08;0;0;0
5;52;4228451;M001;8.9873508089452;01;01;1;2;2;13;0;0;0
5;52;3880604;M001;2.5881227872126;01;01;1;4;2;16;0;0;0
5;52;7422885;M001;3.0418054558797;01;01;1;2;2;17;0;0;0
5;52;2114565;M001;2.992684493017;01;01;1;2;1;12;0;0;0
5;52;3433307;M001;4.4221339099074;08;01;2;4;1;14;0;0;0
5;52;6667271;M001;3.80494597426;08;01;2;3;1;07;0;0;0
5;52;1703495;M001;3.4773367845777;08;01;2;4;2;17;0;0;0
5;52;508640;M001;4.0210862958575;08;01;2;2;2;16;0;0;0
5;52;6769209;M001;3.8971196164754;08;01;2;1;2;13;0;0;0
5;52;7223573;M001;2.4925653423651;08;01;2;4;1;17;0;0;0
5;52;903452;M001;4.4522549161103;01;01;1;2;1;05;0;0;0
5;52;2805500;M001;2.9397495511936;01;01;1;2;1;17;0;0;0
5;52;2192195;M001;2.5403572803034;01;01;1;3;1;17;0;0;0
5;52;2187449;M001;3.6874597437967;01;01;1;2;1;11;0;0;0
5;52;5044706;M001;3.583909728344;01;01;1;4;2;17;0;0;0
5;52;370368;M001;3.5770400916942;01;01;1;2;1;14;0;0;0
5;52;1021612;M001;3.4377107498502;03;01;1;1;2;14;0;0;0
5;52;6941989;M001;4.9990027715661;08;01;2;1;1;16;0;0;0
5;52;6941989;M002;4.9990027715661;08;01;2;2;1;11;0;0;0
5;52;4151941;M001;4.0210862958575;08;01;2;3;2;13;0;0;0
5;52;2406979;M001;2.6825195123903;08;01;2;1;1;14;0;0;0
5;52;3653751;M001;3.1838095350045;01;01;1;2;2;06;0;0;0
5;52;3511999;M001;2.8441627873477;01;01;1;3;1;12;0;0;0
5;52;4461423;M001;1.9552769989295;01;01;1;3;1;12;0;0;0
5;52;2660022;M001;3.5020866927659;01;01;1;3;1;07;0;0;0
5;52;4951377;M001;3.4314979282476;01;01;1;2;1;17;0;0;0
5;52;1706579;M001;2.4849223956508;01;01;1;2;1;17;0;0;0
5;52;3324699;M001;3.8118802506994;01;01;1;3;1;14;0;0;0
5;52;2590303;M001;4.0474985704523;01;01;1;1;2;16;0;0;0
5;52;7418874;M001;3.107473970361;01;01;1;3;1;04;0;0;0
5;52;6273738;M001;1.6137540642381;01;01;1;2;1;17;0;0;0
5;52;1708261;M001;4.1346543933142;01;01;1;1;2;17;0;0;0
5;52;449299;M001;3.0721280511721;01;01;1;3;1;08;0;0;0
5;52;237300;M001;2.923955577558;08;01;2;1;1;17;0;0;0
5;52;665433;M001;2.9387141325656;08;01;2;1;2;17;0;0;0
5;52;1702269;M001;1.9077400879261;08;01;2;3;1;15;0;0;0
5;52;2212549;M001;1.8445796000193;08;01;2;4;2;17;0;0;0
5;52;2434022;M001;4.0667461010171;08;01;2;2;1;13;0;0;0
5;52;5353070;M001;2.6350248709157;08;01;2;3;1;17;0;0;0
5;52;2361162;M001;3.0259903652613;01;01;1;1;1;14;0;0;0
5;52;2911698;M001;3.3997719923845;01;01;1;4;1;12;0;0;0
5;52;5641446;M001;3.7305051659867;01;01;1;3;2;15;0;0;0
5;52;5385172;M001;3.333624402373;01;01;1;3;1;15;0;0;0
5;52;5759114;M001;3.6740225886823;01;01;1;3;2;13;0;0;0
5;52;4510002;M001;3.945464699245;01;01;1;4;1;10;0;0;0
5;52;724856;M001;3.6097532085577;01;01;1;4;1;05;0;0;0
5;52;83334;M001;3.6584858178159;01;01;1;2;2;08;0;0;0
5;52;2937053;M001;3.8178649563318;01;01;1;4;2;13;0;0;0
5;52;2962315;M001;3.1375274330863;01;01;1;3;2;17;0;0;0
5;52;1328626;M001;2.6299359290445;01;01;1;4;1;17;0;0;0
5;52;7557433;M001;3.4340681749926;01;01;1;3;1;17;0;0;0
5;52;379865;M001;2.9932017888358;01;01;1;3;1;17;0;0;0
5;52;341337;M001;1.809450538145;03;01;1;3;2;08;0;0;0
5;52;7043018;M001;2.6041177837397;08;01;2;2;1;06;0;0;0
5;52;3625723;M001;4.4066692928567;08;01;2;3;2;06;0;0;0
5;52;6257146;M001;2.5594169504263;08;01;2;2;1;14;0;0;0
5;52;4525607;M001;3.7472146404825;08;01;2;4;2;03;0;0;0
5;52;1089456;M001;2.7994414017614;08;01;2;3;2;16;0;0;0
5;52;1307785;M001;4.0854843803683;08;01;2;1;2;01;0;0;0
5;52;5674771;M001;3.5182851400803;08;01;2;3;2;16;0;0;0
5;52;1275557;M001;2.3803563341292;08;01;2;1;2;06;0;0;0
5;52;2166092;M002;4.2014803756743;01;01;1;1;1;17;0;0;0
5;52;1764224;M001;2.59142798466;01;01;1;3;1;13;0;0;0
5;52;3680808;M001;2.9159464641114;01;01;1;3;1;16;0;0;0
5;52;5870777;M001;2.3157770607572;01;01;1;2;1;16;0;0;0
5;52;1568482;M001;3.1913218912745;01;01;1;3;1;14;0;0;0
5;52;3099807;M001;3.9718215767947;01;01;1;2;1;17;0;0;0
5;52;6675165;M001;3.6202742956329;01;01;1;3;2;14;0;0;0
5;52;4520541;M001;3.8876987249365;08;01;2;2;1;14;0;0;0
5;52;5675740;M001;3.3687827953916;08;01;2;4;1;15;0;0;0
5;52;402357;M001;5.8244606611231;01;01;1;2;1;08;0;0;0
5;52;7708308;M001;3.1090112737928;01;01;1;4;2;16;0;0;0
5;52;6497539;M001;3.8636024785857;01;01;1;1;2;17;0;0;0
5;52;350328;M001;4.115951117578;01;01;1;4;2;15;0;0;0
5;52;3811949;M001;5.3086501948885;01;01;1;3;2;17;0;0;0
5;52;6765845;M001;4.9026451929691;01;01;1;4;2;17;0;0;0
5;52;4028971;M001;4.7945076076311;01;01;1;4;1;11;0;0;0
5;52;6118671;M001;4.9007815681236;01;01;1;4;1;06;0;0;0
5;52;4823767;M001;5.2390721828853;01;01;1;2;1;12;0;0;0
5;52;5057105;M001;4.5156962727015;01;01;1;1;2;03;0;0;0
5;52;4756099;M001;6.1553112496133;01;01;1;1;1;15;0;0;0
5;52;444291;M001;6.4648676634961;01;01;1;3;1;15;0;0;0
5;52;6327761;M001;4.5169198265688;01;01;1;3;1;13;0;0;0
5;52;222471;M001;5.6701854245994;08;01;2;2;2;09;0;0;0
5;52;4938102;M001;7.0686830234551;08;01;2;1;2;01;0;0;0
5;52;6542718;M001;5.0233970398305;01;01;1;2;1;17;0;0;0
5;52;3580376;M001;4.8607184244641;01;01;1;2;1;13;0;0;0
5;52;4235698;M001;4.2664081867531;01;01;1;2;1;13;0;0;0
5;52;6215657;M001;6.8376492831381;01;01;1;3;2;16;0;0;0
5;52;2718637;M001;3.7704670981326;01;01;1;3;1;17;0;0;0
5;52;4078421;M001;4.700085680158;05;01;2;2;1;17;0;0;0
5;52;7210878;M001;6.0279984050932;01;01;1;1;2;17;0;0;0
5;52;7178800;M001;6.1336656910693;01;01;1;4;2;09;0;0;0
5;52;3658059;M001;3.753855796335;01;01;1;3;1;16;0;0;0
5;52;5149434;M001;5.1201669040283;01;01;1;3;1;17;0;0;0
5;52;2202958;M001;4.18059352977;01;01;1;1;1;17;0;0;0
5;52;6515535;M001;5.9152204475136;01;01;1;3;2;14;0;0;0
5;52;2514715;M001;4.1034003827003;01;01;1;3;1;11;0;0;0
5;52;2356663;M001;8.8761909066908;01;01;1;1;2;17;0;0;0
5;52;2737486;M001;4.1034003827003;01;01;1;1;1;09;0;0;0
5;52;2543378;M001;3.5568443224211;01;01;1;2;1;17;0;0;0
5;52;4359907;M001;2.8392516362697;01;01;1;1;2;01;0;0;0
5;52;2909752;M001;3.7704670981326;01;01;1;3;2;12;0;0;0
5;52;7789269;M001;3.5584125639233;08;01;2;3;1;15;0;0;0
5;52;2248072;M001;6.8742631756068;08;01;2;1;1;17;0;0;0
5;52;227515;M001;3.6745219723853;01;01;1;3;1;11;0;0;0
5;52;1983432;M001;2.8700412341058;01;01;1;2;2;16;0;0;0
5;52;7177428;M001;3.0072316903042;01;01;1;3;2;13;0;0;0
5;52;4467481;M001;2.4602468324921;01;01;1;3;2;13;0;0;0
5;52;2211082;M001;2.9797897039865;01;01;1;1;1;11;0;0;0
5;52;6439975;M001;2.6804634659534;01;01;1;1;2;17;0;0;0
5;52;5659140;M001;2.2915278889715;01;01;1;3;1;15;0;0;0
5;52;4743479;M001;2.5351585806004;01;01;1;3;2;17;0;0;0
5;52;2291255;M001;2.6002469509669;01;01;1;2;1;14;0;0;0
5;52;871778;M001;2.6079791067366;01;01;1;3;1;15;0;0;0
5;52;2888694;M001;2.0348513449045;01;01;1;2;2;01;0;0;0
5;52;879697;M001;3.2854996200196;01;01;1;3;2;17;0;0;0
5;52;4694027;M001;3.1147787606917;01;01;1;2;1;13;0;0;0
5;52;6620594;M001;3.7337374875624;01;01;1;3;1;04;0;0;0
5;52;373929;M001;3.8703528403327;08;01;2;1;2;15;0;0;0
5;52;6412753;M001;3.9774508266314;08;01;2;2;1;15;0;0;0
5;52;871739;M001;2.8753360990364;08;01;2;3;2;17;0;0;0
5;52;4659471;M001;3.2614029356524;08;01;2;2;1;17;0;0;0
5;52;2825792;M001;2.0646260769823;08;01;2;2;1;05;0;0;0
5;52;6650699;M001;3.5512099902585;01;01;1;3;2;09;0;0;0
5;52;167065;M001;3.6135022814335;01;01;1;4;2;12;0;0;0
5;52;4448778;M001;2.1166912255804;01;01;1;3;2;13;0;0;0
5;52;1175106;M001;2.5163892303326;01;01;1;3;1;15;0;0;0
5;52;6761384;M001;4.0940095359389;01;01;1;3;2;08;0;0;0
5;52;285102;M001;6.2513113504503;01;01;1;4;1;13;0;0;0
5;52;1298904;M001;5.6346989938022;01;01;1;3;1;05;0;0;0
5;52;187850;M001;4.540506690836;01;01;1;3;2;14;0;0;0
5;52;3470820;M001;3.2542083177939;01;01;1;2;1;16;0;0;0
5;52;2868746;M001;8.6717083453867;08;01;2;4;2;17;0;0;0
5;52;6590405;M001;5.418365027864;08;01;2;1;2;16;0;0;0
5;52;2829132;M001;4.9799265111199;08;01;2;2;1;13;0;0;0
5;52;511320;M001;3.9875383840145;08;01;2;3;1;12;0;0;0
5;52;6452024;M001;5.8867761286372;02;01;1;1;2;16;0;0;0
5;52;1245306;M001;4.1869898382375;01;01;1;4;1;13;0;0;0
