F0010;F0020;F0100;F0101;F0110;F0120;F0130;F0140;F0150;F0160;F0170;F0180;F0190;F0200;F0210;F0220;F0230;F0240;F0250;F0260;F0270;MF0190;MF0200
5;52;4812690;F002;2.3190591261116;01;01;1;03;2;;;;;;1;;1;1;400;;9;9
5;52;5529638;F001;2.1746507854078;01;01;1;01;3;1;12;3;1;03;;0;2;1;1900;1;0;0
5;52;3387105;F001;1.8866040351467;01;01;1;01;3;2;09;2;4;03;;0;1;2;868;1;0;0
5;52;2555533;F001;2.1036015117756;01;01;1;02;6;2;05;3;4;03;;2;2;4;535.33;1;0;0
5;52;2555533;F002;2.1036015117756;01;01;1;03;2;;;;;;1;;1;1;1656;;9;9
5;52;2674284;F001;1.9591931710718;01;01;1;01;6;2;09;2;4;03;;1;2;4;733.33;1;0;0
5;52;5238433;F001;1.814784830368;01;01;1;01;4;1;05;2;4;03;;1;1;3;750;1;0;0
5;52;1067850;F001;2.1746507854078;01;01;1;01;3;2;13;1;1;03;;0;2;1;1071;3;0;0
5;52;1779502;F001;2.0310123758504;01;01;1;01;5;2;09;3;2;03;;0;2;3;1843;1;0;0
5;52;572447;F001;1.9584232399253;01;01;1;01;2;2;05;2;2;05;;1;1;1;906;;0;0
5;52;6332124;F001;2.1746507854078;01;01;1;01;3;2;04;2;4;03;;1;2;1;500;1;0;0
5;52;363111;F001;11.4068607750308;02;01;1;01;5;2;11;2;2;10;;1;3;2;330;;0;0
5;52;6506836;F001;12.3056357788192;02;01;1;01;4;2;09;4;2;03;;2;1;3;750;3;0;0
5;52;7799661;F001;1.9219075987799;01;01;1;01;4;1;09;1;4;03;;1;3;1;1275;1;0;0
5;52;2277423;F001;1.9145794913699;01;01;1;01;2;1;06;2;4;01;;0;1;1;1350;1;0;0
5;52;4637287;F001;1.9145794913699;01;01;1;01;2;1;12;4;1;01;;0;1;1;2500;2;0;0
5;52;6852316;F001;1.9145794913699;01;01;1;01;2;1;14;2;1;01;;0;1;1;1515;1;0;0
5;52;5272233;F001;1.9182435450749;01;01;1;01;3;1;15;3;1;03;;0;2;1;3300;1;0;0
5;52;3740835;F001;1.9145794913699;01;01;1;01;2;1;12;1;4;01;;0;1;1;3650;1;0;0
5;52;7035859;F001;2.2665856400079;01;01;1;02;4;2;10;1;2;03;;2;2;2;909;1;0;0
5;52;7035859;F002;2.2665856400079;01;01;1;03;2;;;;;;1;;1;1;1356;;9;9
5;52;1485516;F001;1.9145794913699;01;01;1;01;2;1;10;3;1;01;;0;1;1;800;2;0;0
5;52;1461894;F001;1.9145794913699;01;01;1;01;2;1;06;3;1;01;;0;1;1;800;1;0;0
5;52;705617;F001;1.9145794913699;01;01;1;01;2;1;09;1;2;10;;0;1;1;1200;;0;0
5;52;6515440;F001;2.0905825656889;01;01;1;01;4;1;11;1;4;03;;1;2;2;1062.5;2;0;0
5;52;2031637;F001;1.9145794913699;01;01;1;01;2;1;15;2;4;01;;0;1;1;1516;1;0;0
5;52;580285;F001;1.9145794913699;01;01;1;01;2;1;07;2;1;01;;0;1;1;2150;1;0;0
5;52;2290905;F001;1.9145794913699;01;01;1;01;2;2;04;2;2;05;;1;1;1;375;;0;0
5;52;5862706;F001;2.086918511984;01;01;1;01;3;2;09;1;1;10;;0;1;2;200;;0;0
5;52;6008276;F001;1.9182435450749;01;01;1;01;3;1;11;3;1;03;;1;2;1;4000;2;0;0
5;52;4610260;F001;1.9219075987799;01;01;1;01;4;1;12;2;1;03;;2;3;1;756;1;0;0
5;52;5445006;F001;1.9145794913699;01;01;1;01;2;1;11;1;1;01;;0;1;1;2675;1;0;0
5;52;901259;F001;10.4482140969643;08;01;2;01;3;1;11;3;1;03;;1;2;1;3200;2;0;0
5;52;6495174;F001;11.3869035502714;08;01;2;01;4;1;10;1;4;03;;0;2;2;900;2;0;0
5;52;1234364;F001;11.4068607750308;08;01;2;01;5;1;10;1;4;03;;2;3;2;600;3;0;0
5;52;397497;F001;11.3869035502714;08;01;2;01;4;1;10;1;4;03;;2;2;2;1050;1;0;0
5;52;5990145;F001;9.5095246436571;08;01;2;01;2;1;06;2;4;10;;0;2;0;3000;;0;0
5;52;6200393;F001;10.4282568722049;08;01;2;01;2;1;14;1;4;01;;0;1;1;750;2;0;0
5;52;3971014;F001;10.4482140969643;08;01;2;01;3;2;05;2;4;03;;1;2;1;1200;1;0;0
5;52;1368626;F001;9.5095246436571;08;01;2;01;2;1;11;1;4;10;;0;2;0;2000;;0;0
5;52;564398;F001;10.4282568722049;08;01;2;01;2;2;16;1;4;01;;0;1;1;1200;1;0;0
5;52;50806;F001;10.4282568722049;08;01;2;01;2;2;10;3;1;01;;0;1;1;0;4;0;0
5;52;4703540;F001;10.4282568722049;08;01;2;01;2;1;13;2;2;01;;0;1;1;0;4;0;0
5;52;1807842;F001;1.9182435450749;01;01;1;01;3;1;11;2;4;03;;0;2;1;1283.33;1;0;0
5;52;5606946;F001;2.0979106730989;01;01;1;01;6;2;12;1;4;04;;1;4;2;308.33;3;0;0
5;52;2078187;F001;1.9182435450749;01;01;1;01;3;1;14;1;4;02;;0;2;1;808;1;0;0
5;52;7514456;F001;2.086918511984;01;01;1;01;3;2;06;3;1;05;;1;1;2;666.67;;0;0
5;52;7568428;F001;2.255593478893;01;01;1;01;3;2;05;1;4;05;;2;0;3;133.33;;0;0
5;52;2889702;F001;1.9145794913699;01;01;1;01;2;1;11;1;2;01;;0;1;1;325;2;0;0
5;52;2117891;F001;1.9182435450749;01;01;1;01;3;1;10;2;4;02;;0;2;1;404;2;0;0
5;52;1295744;F001;1.9145794913699;01;01;1;01;2;1;11;1;4;01;;0;1;1;925;2;0;0
5;52;5278872;F001;1.9145794913699;01;01;1;01;2;1;07;2;4;01;;0;1;1;1256;1;0;0
5;52;2270229;F001;1.9145794913699;01;01;1;01;2;1;09;3;1;01;;0;1;1;1134;1;0;0
5;52;5577066;F001;1.9145794913699;01;01;1;01;2;2;05;3;4;01;;0;1;1;1750;1;0;0
5;52;5997095;F001;10.4282568722049;08;01;2;01;2;1;15;3;1;01;;0;1;1;5106;1;0;0
5;52;1156065;F001;11.3869035502714;08;01;2;01;4;1;07;3;4;03;;2;2;2;909;1;0;0
5;52;1070656;F001;12.3255930035786;08;01;2;01;5;1;11;3;4;03;;3;2;3;1070;1;0;0
5;52;2654408;F001;11.366946325512;08;01;2;01;3;2;07;3;4;03;;1;1;2;1000;3;0;0
5;52;1881602;F001;10.4482140969643;08;01;2;01;3;1;11;1;1;03;;0;2;1;2808;1;0;0
5;52;5518318;F001;10.4282568722049;08;01;2;01;2;1;05;1;4;01;;0;1;1;900;2;0;0
5;52;3823120;F001;10.4282568722049;08;01;2;01;2;1;12;3;1;01;;0;1;1;1481;1;0;0
5;52;2024270;F001;11.3869035502714;08;01;2;01;4;1;09;1;2;03;;1;2;2;303;2;0;0
5;52;323827;F001;9.1486256831898;01;01;1;01;3;2;08;4;4;03;;1;2;1;2466.67;1;0;0
5;52;1714544;F001;15.5193671216156;01;01;1;01;5;2;09;3;4;03;;1;3;2;1360;1;0;0
5;52;2180147;F001;7.001804698741;01;01;1;01;5;2;10;1;2;02;;0;3;2;406;1;0;0
5;52;7736344;F001;6.8774229560843;01;01;1;02;2;2;10;1;4;05;;0;0;2;1556;;0;0
5;52;7736344;F002;6.8774229560843;01;01;1;03;2;;;;;;3;;0;2;606;;9;9
5;52;7736344;F003;6.8774229560843;01;01;1;04;2;;;;;;3;;1;1;2606;;9;9
5;52;2854303;F001;9.2737686061415;01;01;1;01;2;1;14;1;2;01;;0;1;1;1406;2;0;0
5;52;755874;F001;10.3542373751241;01;01;1;01;3;2;07;3;4;05;;0;1;2;604;;0;0
5;52;3625073;F001;6.9987605370065;01;01;1;01;4;1;08;1;4;03;;0;2;2;1056.5;1;0;0
5;52;2308978;F001;5.5970520999687;01;01;1;01;2;1;11;1;4;01;;0;1;1;332;3;0;0
5;52;6750912;F001;6.2821138041949;01;01;1;01;4;2;09;4;4;03;;2;2;2;925;1;0;0
5;52;677639;F001;12.2146463737921;01;01;1;01;3;2;08;3;4;03;;1;2;1;1066.67;1;0;0
5;52;7771199;F001;10.3753922657309;01;01;1;01;3;2;10;2;2;05;;1;1;2;1866.67;;0;0
5;52;4774851;F001;8.1230775618393;01;01;1;01;4;1;08;3;4;04;;1;2;2;1275;1;0;0
5;52;216709;F001;7.4066120425735;01;01;1;02;2;1;14;1;2;07;;0;2;0;1300;;0;0
5;52;216709;F002;7.4066120425735;01;01;1;03;3;;;;;;2;;2;1;633.33;;9;9
5;52;3468064;F001;10.8210506756208;01;01;1;01;2;2;11;1;4;05;;0;1;1;900;;0;0
5;52;7324020;F001;8.7615191121371;01;01;1;01;3;2;05;3;4;06;;1;0;3;870.67;;0;0
5;52;3718684;F001;10.5823562404649;01;01;1;02;2;1;08;1;1;01;;0;1;1;1975;1;0;0
5;52;3718684;F002;10.5823562404649;01;01;1;03;2;;;;;;3;;1;1;906;;9;9
5;52;2175473;F001;9.5969493088966;01;01;1;01;3;1;07;3;2;03;;1;1;2;2133.33;1;0;0
5;52;4361221;F001;9.1201791140058;01;01;1;01;4;1;07;3;4;03;;1;2;2;803;1;0;0
5;52;5750378;F001;6.7709766060731;01;01;1;01;3;2;10;1;1;03;;0;1;2;1330.67;3;0;0
5;52;7616096;F001;9.1915669959926;01;01;1;01;2;1;06;2;1;10;;0;2;0;500;;0;0
5;52;3621682;F001;10.7267049333985;01;01;1;01;3;2;09;4;1;05;;1;2;1;2666.67;;0;0
5;52;4999190;F001;9.6358359303676;01;01;1;01;4;2;11;1;4;03;;1;2;2;625;3;0;0
5;52;180951;F001;10.8663076692932;01;01;1;01;5;1;08;3;1;03;;1;2;3;0;4;0;0
5;52;1606055;F001;7.3924626915579;01;01;1;01;4;2;08;1;2;03;;1;2;2;0;4;0;0
5;52;3753572;F001;9.7391942918712;01;01;1;01;3;2;08;3;1;05;;1;1;2;901.33;;0;0
5;52;4058310;F001;9.2355684213761;01;01;1;01;3;2;13;1;4;02;;0;2;1;1166.67;4;0;0
5;52;1860042;F001;7.5266206829933;01;01;1;02;3;2;05;2;4;06;;1;1;2;1166.67;;0;0
5;52;1860042;F002;7.5266206829933;01;01;1;03;2;;;;;;1;;1;1;0;;9;9
5;52;6324906;F001;11.38433967624;01;01;1;01;3;2;11;2;4;10;;1;1;2;900;;0;0
5;52;5397042;F001;6.2821138041949;01;01;1;01;4;1;10;1;4;03;;1;2;2;900;1;0;0
5;52;5538320;F001;5.2103792891562;01;01;1;02;2;2;14;1;2;01;;0;1;1;1212;1;0;0
5;52;5538320;F002;5.2103792891562;01;01;1;03;2;;;;;;1;;1;1;1200;;9;9
5;52;5333756;F001;10.1135302626702;01;01;1;02;2;2;04;2;4;05;;1;1;1;475;;0;0
5;52;5333756;F002;10.1135302626702;01;01;1;03;2;;;;;;3;;0;2;606;;9;9
5;52;4555548;F001;6.1296458888889;01;01;1;01;6;1;10;1;4;03;;4;2;4;833.33;4;0;0
5;52;4168595;F001;9.8883061901083;01;01;1;01;2;2;05;2;1;05;;1;1;1;750;;0;0
5;52;4188465;F001;6.2443109145994;01;01;1;01;3;2;10;1;4;03;;0;1;2;1400;2;0;0
5;52;2056222;F001;4.145621933954;01;01;1;02;3;2;15;1;1;06;;0;1;2;970.67;;0;0
5;52;2056222;F002;4.145621933954;01;01;1;03;2;;;;;;4;;2;0;1500;;9;9
5;52;4917194;F001;10.2821208121999;01;01;1;01;3;2;05;3;1;03;;1;2;1;700;3;0;0
5;52;5674679;F001;2.5558137430471;01;01;1;01;5;1;13;1;2;10;;0;3;2;484.8;;0;0
5;52;3616921;F001;7.7043716279333;01;01;1;01;2;1;13;1;4;01;;0;1;1;1212;1;0;0
5;52;6664290;F001;6.4647259661424;01;01;1;01;2;1;08;2;1;10;;0;2;0;2106;;0;0
5;52;1124207;F001;16.8157984084827;01;01;1;01;3;1;05;3;1;03;;1;2;1;666.67;2;0;0
5;52;5604937;F001;9.2263931885148;01;01;1;01;4;2;09;2;2;06;;0;0;4;750;;0;0
5;52;1731820;F001;9.9697053285858;01;01;1;01;3;1;06;3;4;03;;1;2;1;904;1;0;0
5;52;2718533;F001;8.2325035752773;01;01;1;01;3;2;09;1;1;03;;0;1;2;1200;3;0;0
5;52;6986023;F001;12.6458833060545;01;01;1;01;3;1;08;3;1;03;;1;1;2;1300;1;0;0
5;52;127862;F001;11.4836760842207;01;01;1;01;3;2;08;1;1;03;;0;1;2;1800;1;0;0
5;52;2465122;F001;15.318694289865;01;01;1;01;2;1;15;1;4;01;;0;1;1;1212;1;0;0
5;52;532862;F001;11.5694896731444;01;01;1;01;2;1;06;4;1;01;;0;1;1;4900;1;0;0
5;52;3049762;F001;7.3693056062323;01;01;1;01;2;2;11;3;4;05;;0;0;2;3000;;0;0
5;52;5062830;F001;9.1443566482842;01;01;1;01;3;2;05;3;4;10;;0;1;2;1033.33;;0;0
5;52;6217578;F001;7.8871105041147;01;01;1;01;2;2;15;1;4;01;;0;1;1;600;3;0;0
5;52;1435876;F001;9.6464116477476;01;01;1;01;5;1;06;3;4;03;;3;3;2;400;2;0;0
5;52;7246458;F001;13.2328910735785;01;01;1;02;2;2;09;3;1;05;;0;0;2;700;;0;0
5;52;7246458;F002;13.2328910735785;01;01;1;03;2;;;;;;3;;1;1;600;;9;9
5;52;6765554;F001;5.6861135532346;01;01;1;01;3;1;11;1;4;03;;1;1;2;666.67;2;0;0
5;52;1542029;F001;7.5300177345208;01;01;1;01;4;1;07;2;4;03;;2;2;2;1000;1;0;0
5;52;65763;F001;12.875863303075;01;01;1;01;3;1;07;2;2;03;;1;2;1;1733.33;1;0;0
5;52;7436789;F001;11.8767312818491;01;01;1;01;5;2;07;3;2;04;;2;3;2;608;1;0;0
5;52;2661234;F001;9.8643244182585;01;01;1;01;2;2;04;2;4;01;;0;1;1;706;1;0;0
5;52;1909202;F001;9.9045472751599;01;01;1;01;6;2;08;2;2;03;;3;2;4;240.83;2;0;0
5;52;6272084;F001;8.7797725544872;01;01;1;01;4;2;05;2;1;03;;2;2;2;400;1;0;0
5;52;6173111;F001;7.7047515832889;01;01;1;01;3;1;06;1;3;03;;1;1;2;0;4;0;0
5;52;1720800;F001;9.9450710860145;01;01;1;01;2;1;05;3;4;10;;0;1;1;1272.5;;0;0
5;52;5297295;F001;11.7035317442035;01;01;1;01;2;1;07;1;1;01;;0;1;1;1600;1;0;0
5;52;695164;F001;7.5217871592481;01;01;1;01;2;2;06;1;2;01;;0;1;1;600;1;0;0
5;52;1159422;F001;14.7269459121938;01;01;1;01;3;2;09;4;2;05;;0;1;2;406.67;;0;0
5;52;4566080;F001;9.2609429674813;01;01;1;01;2;1;07;3;4;01;;0;1;1;600;3;0;0
5;52;2083898;F001;13.140304574891;01;01;1;01;2;2;13;1;4;10;;0;1;1;1100;;0;0
5;52;1468633;F001;9.6982378192456;01;01;1;01;2;2;13;1;4;01;;0;1;1;750;1;0;0
5;52;4145166;F001;11.1379252818913;01;01;1;01;2;1;17;1;4;01;;0;1;1;500;1;0;0
5;52;7428216;F001;11.0599003598382;01;01;1;01;2;1;12;1;4;07;;1;2;0;200;;0;0
5;52;6503145;F001;10.5301963799269;01;01;1;01;2;2;10;1;4;01;;0;1;1;850;1;0;0
5;52;3728966;F001;10.5915129767352;01;01;1;01;5;1;03;1;4;10;;0;3;2;740;;0;0
5;52;4088750;F001;9.2460495845131;01;01;1;02;4;1;05;2;5;10;;0;3;1;3425;;0;0
5;52;4088750;F002;9.2460495845131;01;01;1;03;2;;;;;;3;;0;2;0;;9;9
5;52;2009398;F001;7.6667351742073;01;01;1;01;4;2;04;2;4;04;;1;2;2;1050;1;0;0
5;52;680143;F001;4.7405206945369;01;01;1;02;4;2;10;1;4;03;;1;2;2;1000;1;0;0
5;52;680143;F002;4.7405206945369;01;01;1;03;3;;;;;;3;;1;2;666.67;;9;9
5;52;7215540;F001;6.7480066061506;01;01;1;01;4;2;11;3;4;03;;1;3;1;3000;1;0;0
5;52;610168;F001;12.2742526860887;01;01;1;01;3;2;06;3;1;03;;1;1;2;0;4;0;0
5;52;955169;F001;9.8884050949079;01;01;1;01;2;2;10;3;4;05;;0;1;1;1490;;0;0
5;52;5527137;F001;8.2743554771607;01;01;1;01;2;1;11;1;1;01;;0;1;1;3667.5;1;0;0
5;52;2455882;F001;12.2290855082349;01;01;1;01;5;1;11;2;2;04;;0;4;1;2000;1;0;0
5;52;4848581;F001;16.1510625873884;01;01;1;01;5;1;09;1;4;03;;2;4;1;1100;1;0;0
5;52;6292287;F001;8.834389141635;01;01;1;01;2;1;13;1;2;01;;0;1;1;1212;1;0;0
5;52;7211042;F001;7.2207448141574;01;01;1;01;2;2;09;3;4;05;;1;0;2;850;;0;0
5;52;5499477;F001;8.9216142917914;01;01;1;01;3;1;11;1;1;03;;0;1;2;1904;1;0;0
5;52;185790;F001;7.997949467726;01;01;1;01;3;1;09;1;4;02;;0;2;1;1760.67;1;0;0
5;52;4556272;F001;9.5099427505545;01;01;1;01;4;1;08;3;4;03;;2;1;3;1125;1;0;0
5;52;4157163;F001;10.0298442061685;01;01;1;01;3;2;09;4;1;05;;2;1;2;36.67;;0;0
5;52;7122423;F001;8.3676746800924;01;01;1;01;4;2;08;3;2;03;;1;2;2;700;3;0;0
5;52;6231453;F001;3.9257738950258;01;01;1;01;4;1;11;3;2;03;;1;2;2;606;4;0;0
5;52;4331904;F001;13.3108190460393;01;01;1;01;2;1;05;2;4;10;;0;2;0;2850;;0;0
5;52;6639486;F001;5.6717605885739;01;01;1;01;2;1;13;1;3;01;;0;1;1;1806;1;0;0
5;52;2469014;F001;5.5401327349143;01;01;1;01;4;1;17;1;1;10;;0;2;2;928;;0;0
5;52;2047139;F001;9.012775074887;01;01;1;01;3;2;05;3;1;06;;1;0;3;113.33;;0;0
5;52;4192752;F001;16.3720276058751;01;01;1;02;4;1;12;3;4;03;;1;2;2;1025;1;0;0
5;52;4192752;F002;16.3720276058751;01;01;1;03;2;;;;;;1;;1;1;1212;;9;9
5;52;4730359;F001;7.2787721127857;01;01;1;02;4;2;07;3;1;03;;1;3;1;1100;1;0;0
5;52;4730359;F002;7.2787721127857;01;01;1;03;2;;;;;;1;;1;1;2110;;9;9
5;52;7043461;F001;12.1515845824854;01;01;1;01;2;2;10;3;4;01;;0;1;1;2400;3;0;0
5;52;2765653;F001;9.6007048923771;01;01;1;01;3;2;05;3;4;06;;1;0;3;406;;0;0
5;52;5812753;F001;5.2652662096587;01;01;1;01;3;2;12;1;4;03;;0;2;1;533.33;4;0;0
5;52;1202360;F001;6.9012629942404;01;01;1;01;3;1;10;3;4;10;;0;3;0;0;;0;0
5;52;4770511;F001;11.0467904622185;01;01;1;01;2;2;12;1;4;01;;0;1;1;0;4;0;0
5;52;4482615;F001;12.6869997732947;01;01;1;01;2;2;08;2;4;05;;0;1;1;1000;;0;0
5;52;146743;F001;1.963196125908;01;01;1;02;5;1;09;2;1;08;;2;3;2;0;;0;0
5;52;146743;F002;1.963196125908;01;01;1;03;2;;;;;;4;;2;0;609;;9;9
5;52;1743082;F001;13.0834373717771;01;01;1;02;4;2;06;3;1;03;;2;1;3;0;4;0;0
5;52;1743082;F002;13.0834373717771;01;01;1;03;2;;;;;;3;;0;2;610;;9;9
5;52;1855691;F001;7.2840315916992;01;01;1;01;4;2;12;1;4;04;;1;2;2;0;4;0;0
5;52;3445043;F001;12.0776087016853;01;01;1;01;4;2;11;4;2;10;;0;2;2;1975;;0;0
5;52;548946;F001;5.8492252023787;01;01;1;01;3;1;08;2;2;03;;1;1;2;0;4;0;0
5;52;1277487;F001;9.3795211064028;01;01;1;01;2;2;15;1;2;05;;0;0;2;2600;;0;0
5;52;5555631;F001;12.5435922741349;01;01;1;01;3;2;07;2;2;03;;1;2;1;0;4;0;0
5;52;5133788;F001;10.1881378826153;01;01;1;01;2;2;15;2;4;10;;0;0;2;1968;;0;0
5;52;926424;F001;7.5303023039213;01;01;1;01;3;2;10;3;4;03;;1;1;2;0;4;0;0
5;52;4451018;F001;8.4679431070759;01;01;1;01;2;1;12;1;4;07;;1;2;0;0;;0;0
5;52;2343911;F001;8.0749896364206;01;01;1;01;5;1;07;4;2;03;;3;1;4;1500;1;0;0
5;52;7258560;F001;12.2536297421985;01;01;1;01;3;2;08;4;4;03;;0;1;2;1333.33;3;0;0
5;52;5950839;F001;7.3786306351412;01;01;1;01;2;2;05;3;4;01;;0;1;1;800;3;0;0
5;52;4815828;F001;6.6630868477817;01;01;1;01;3;2;12;2;4;03;;0;1;2;2666.67;1;0;0
5;52;7680850;F001;10.313120907884;01;01;1;01;4;2;07;4;1;03;;1;1;3;2500;1;0;0
5;52;1125519;F001;12.1276398154501;01;01;1;01;4;1;08;3;1;03;;2;2;2;2250;1;0;0
5;52;1350328;F001;7.3859269227525;01;01;1;01;5;1;13;1;2;03;;3;2;3;820;1;0;0
5;52;777310;F001;9.7222480637627;01;01;1;01;4;2;09;3;1;04;;0;1;3;1303;3;0;0
5;52;3264420;F001;8.1272282023302;01;01;1;01;3;2;09;3;1;05;;2;2;1;1666.67;;0;0
5;52;4648559;F001;12.6458833060545;01;01;1;01;3;1;08;4;1;03;;1;1;2;3666.67;1;0;0
5;52;5446379;F001;6.4679472160016;01;01;1;01;3;2;09;4;1;03;;1;2;1;1166.67;3;0;0
5;52;7600168;F001;8.7957660708813;01;01;1;01;3;1;10;3;1;03;;1;2;1;4611.67;1;0;0
5;52;6173592;F001;6.1237177914425;01;01;1;01;2;2;09;1;4;01;;0;1;1;1210.5;1;0;0
5;52;6846975;F001;6.9505505150316;01;01;1;01;4;2;05;2;4;03;;2;1;3;1028;1;0;0
5;52;1128302;F001;5.6717605885739;01;01;1;01;2;1;13;1;1;01;;0;1;1;750;2;0;0
5;52;6647089;F001;8.7502432455069;01;01;1;01;3;1;14;4;4;03;;1;2;1;2070.67;2;0;0
5;52;3937990;F001;12.2600822751189;01;01;1;01;3;1;08;3;1;03;;0;2;1;1333.33;2;0;0
5;52;1178166;F001;14.0041844407719;01;01;1;01;3;1;12;3;4;03;;0;1;2;2270.67;1;0;0
5;52;7596433;F001;12.3913593338501;01;01;1;01;4;2;06;3;4;03;;2;2;2;1000;3;0;0
5;52;7140125;F001;7.3786306351412;01;01;1;01;2;1;06;4;1;01;;0;1;1;3000;1;0;0
5;52;2554177;F001;8.902558634805;01;01;1;01;2;1;07;4;2;01;;0;1;1;2424;1;0;0
5;52;812581;F001;13.2924552396187;01;01;1;01;3;2;10;3;2;03;;0;2;1;2216;1;0;0
5;52;2041762;F001;8.6613273385347;01;01;1;01;3;1;13;3;1;03;;1;2;1;1000;3;0;0
5;52;124877;F001;6.2635663159895;01;01;1;01;2;1;13;1;4;01;;0;1;1;2000;1;0;0
5;52;6221269;F001;10.870588328279;01;01;1;01;2;2;11;3;4;01;;0;1;1;1553;1;0;0
5;52;7204588;F001;12.1115774672779;01;01;1;01;3;1;09;3;1;03;;1;2;1;3737.33;1;0;0
5;52;4239966;F001;7.6334495212368;01;01;1;01;3;2;10;1;4;03;;0;1;2;2070.67;1;0;0
5;52;6429134;F001;5.9593702480243;01;01;1;01;5;2;06;3;4;03;;1;1;4;844.8;1;0;0
5;52;2345645;F001;8.5265285795708;01;01;1;01;3;1;08;2;4;03;;1;1;2;0;4;0;0
5;52;4688379;F001;9.4222720555411;01;01;1;01;2;1;08;4;1;01;;0;1;1;1700;1;0;0
5;52;2110847;F001;16.3681967767947;01;01;1;01;3;2;07;4;1;05;;2;2;1;808;;0;0
5;52;4119274;F001;13.7439849216442;01;01;1;01;4;1;09;3;1;03;;2;2;2;303;2;0;0
5;52;667488;F001;11.579862011997;01;01;1;01;2;2;07;4;1;01;;0;1;1;2750;3;0;0
5;52;3513801;F001;7.3860187980463;01;01;1;01;5;1;09;3;4;04;;1;1;4;0;4;0;0
5;52;7774649;F001;8.9803303947328;01;01;1;01;3;1;06;2;4;03;;1;2;1;1466.67;1;0;0
5;52;3155578;F001;8.1116280981319;01;01;1;01;3;1;07;4;1;02;;0;1;2;2666.67;1;0;0
5;52;4649607;F001;11.347814212076;01;01;1;01;5;1;06;4;4;04;;2;3;2;240;4;0;0
5;52;4779660;F001;14.9370303121084;01;01;1;01;2;2;11;4;2;01;;0;1;1;2800;1;0;0
5;52;7250947;F001;7.717635174669;01;01;1;01;4;2;08;3;4;03;;2;2;2;875;3;0;0
5;52;1679741;F001;9.2169399817891;01;01;1;01;4;2;08;1;4;03;;1;1;3;1603;1;0;0
5;52;1459170;F001;13.3374382878522;01;01;1;01;4;2;11;2;4;03;;1;1;3;1303;3;0;0
5;52;1784402;F001;12.3441725509863;01;01;1;01;2;1;08;4;4;01;;0;1;1;5900;1;0;0
5;52;2802155;F001;8.018428790077;01;01;1;01;4;2;08;4;1;03;;1;2;2;1056;1;0;0
5;52;3831819;F001;10.3067031066741;01;01;1;01;4;1;09;3;2;03;;1;3;1;1686.75;1;0;0
5;52;3453432;F001;8.2705398890638;01;01;1;01;2;2;08;3;1;05;;0;0;2;1000;;0;0
5;52;5637611;F001;10.1239887026217;01;01;1;01;4;2;08;1;1;03;;0;1;3;700;1;0;0
5;52;5467453;F001;10.4119937370003;01;01;1;01;2;1;06;3;4;10;;0;2;0;1800;;0;0
5;52;3931215;F001;9.1585133204566;01;01;1;01;4;1;07;3;1;04;;1;1;3;375;2;0;0
5;52;1962513;F001;10.8247201033939;01;01;1;01;4;2;05;1;4;03;;2;3;1;900;1;0;0
5;52;7753526;F001;11.31730708655;01;01;1;01;4;1;09;2;4;03;;0;1;3;1070;1;0;0
5;52;621690;F001;8.4221332513995;01;01;1;01;4;1;08;3;4;03;;2;2;2;307.5;2;0;0
5;52;7241119;F001;8.8539232040168;01;01;1;01;4;1;07;4;1;03;;1;2;2;812.5;1;0;0
5;52;3140362;F001;11.0794872723475;01;01;1;01;2;2;08;3;4;05;;0;1;1;900;;0;0
5;52;6412905;F001;10.172608172334;01;01;1;01;3;2;12;1;4;03;;1;2;1;0;4;0;0
5;52;2467385;F001;11.8503766771755;01;01;1;01;3;1;08;1;4;03;;1;1;2;0;4;0;0
5;52;7207705;F001;11.6811138982304;01;01;1;01;3;1;10;1;4;03;;1;1;2;173.33;3;0;0
5;52;1677369;F001;8.6052115555181;01;01;1;01;3;2;06;1;4;05;;2;1;2;168;;0;0
5;52;1495083;F001;10.0963095063852;01;01;1;01;3;1;06;2;1;03;;1;2;1;200;3;0;0
5;52;701555;F001;13.6157306731133;01;01;1;01;5;1;07;3;1;03;;2;3;2;0;4;0;0
5;52;1382637;F001;9.1020352029429;01;01;1;01;2;1;06;1;4;10;;0;1;1;0;;0;0
5;52;3898572;F001;13.6035321164078;01;01;1;01;4;2;10;1;4;03;;0;3;1;0;4;0;0
5;52;3228118;F001;9.4488784008308;01;01;1;01;4;1;09;3;2;03;;2;2;2;0;4;0;0
5;52;4379976;F001;4.7733618663509;01;01;1;02;2;2;15;1;4;05;;1;1;1;900;;0;0
5;52;4379976;F002;4.7733618663509;01;01;1;03;2;;;;;;3;;1;1;625;;9;9
5;52;1172756;F001;11.366946325512;08;01;2;01;3;1;06;3;1;03;;1;1;2;1137.33;1;0;0
5;52;394578;F001;11.4068607750308;08;01;2;01;5;2;07;2;4;03;;2;3;2;742.8;1;0;0
5;52;5207509;F001;10.4482140969643;08;01;2;01;3;2;11;1;2;01;;0;2;1;1616;1;0;0
5;52;1590140;F001;12.3056357788192;08;01;2;01;4;2;08;3;1;03;;2;1;3;100;3;0;0
5;52;1334169;F001;10.4282568722049;08;01;2;01;2;1;14;1;4;01;;0;1;1;2000;1;0;0
5;52;5360658;F001;11.4068607750308;08;01;2;01;5;2;07;1;4;03;;3;3;2;582.4;1;0;0
