F0010;F0020;F0100;F0101;F0110;F0120;F0130;F0140;F0150;F0160;F0170;F0180;F0190;F0200;F0210;F0220;F0230;F0240;F0250;F0260;F0270;MF0190;MF0200
5;52;5758993;F001;12.6169683533835;01;01;1;01;3;2;10;1;1;03;;1;1;2;200;2;0;0
5;52;645558;F001;8.4734372766461;01;01;1;01;3;2;09;1;1;03;;1;1;2;404;3;0;0
5;52;3069398;F001;7.3537224061147;01;01;1;01;2;2;13;1;4;01;;0;1;1;606;2;0;0
5;52;4289364;F001;12.5044766019164;01;01;1;01;2;2;13;1;4;01;;0;1;1;1212;1;0;0
5;52;345744;F001;11.1550528184348;01;01;1;01;4;2;08;2;4;05;;2;2;2;606;;0;0
5;52;3255763;F001;9.8914641359957;01;01;1;01;3;2;10;1;1;03;;0;2;1;1212;1;0;0
5;52;3174377;F001;10.1692269164604;01;01;1;01;3;2;10;1;4;05;;1;1;2;404;;0;0
5;52;3916040;F001;10.4096728925519;01;01;1;01;2;2;11;2;4;01;;0;1;1;4000;1;0;0
5;52;792618;F001;7.8789893833365;01;01;1;01;3;1;07;2;4;03;;1;1;2;200;3;0;0
5;52;7468523;F001;11.7776608360314;01;01;1;01;2;1;11;1;4;01;;0;1;1;1400;1;0;0
5;52;5091868;F001;9.674380175302;01;01;1;02;5;1;11;1;4;03;;1;2;3;560;1;0;0
5;52;5091868;F002;9.674380175302;01;01;1;03;3;;;;;;3;;0;3;600;;9;9
5;52;165013;F001;17.323917535694;01;01;1;01;4;1;09;1;1;03;;1;3;1;450;2;0;0
5;52;809102;F001;7.7365118389413;01;01;1;01;4;2;07;3;4;06;;2;0;4;475;;0;0
5;52;313292;F001;8.2286758586158;01;01;1;01;4;1;10;1;4;03;;1;2;2;1050;1;0;0
5;52;7537482;F001;13.9404910967458;01;01;1;01;3;1;11;3;1;03;;1;2;1;400;2;0;0
5;52;2185306;F001;12.0639917166127;01;01;1;01;6;2;13;1;4;10;;0;3;3;716.67;;0;0
5;52;1235512;F001;10.0105522545615;01;01;1;01;3;1;09;3;1;03;;1;1;2;1404;1;0;0
5;52;6873597;F001;12.9017853141754;01;01;1;01;3;2;09;1;4;05;;0;2;1;1474.67;;0;0
5;52;1403085;F001;9.6016916860727;01;01;1;01;2;1;12;2;2;01;;0;1;1;800;3;0;0
5;52;3134365;F001;11.9743092208969;01;01;1;01;4;2;09;3;4;03;;1;2;2;906;1;0;0
5;52;809096;F001;18.7252403194266;01;01;1;01;4;2;12;1;4;05;;1;3;1;909;;0;0
5;52;1823722;F001;10.9310788922739;01;01;1;01;3;1;10;1;1;03;;1;2;1;808;1;0;0
5;52;6264950;F001;8.9015960819752;01;01;1;02;4;2;10;4;4;03;;1;2;2;1000;1;0;0
5;52;6264950;F002;8.9015960819752;01;01;1;03;2;;;;;;3;;0;2;0;;9;9
5;52;6360941;F001;12.2698414058915;01;01;1;01;4;2;15;1;4;04;;0;2;2;1212;1;0;0
5;52;2800908;F001;14.9364738428896;01;01;1;01;3;1;06;3;4;03;;1;2;1;1000;2;0;0
5;52;1983060;F001;10.8797347906765;01;01;1;01;2;1;13;2;2;01;;0;1;1;625;2;0;0
5;52;3876444;F001;13.1075213648491;01;01;1;01;4;1;06;1;4;03;;2;2;2;475;1;0;0
5;52;2927638;F001;7.1480325713827;01;01;1;01;5;1;10;1;2;03;;0;2;3;682.4;1;0;0
5;52;5971097;F001;11.1076214244741;01;01;1;01;3;2;11;3;4;06;;1;1;2;404;;0;0
5;52;3560129;F001;5.9792545257397;01;01;1;01;4;2;11;3;4;02;;0;2;2;1000;1;0;0
5;52;7565848;F001;10.1073204087852;01;01;1;01;2;1;12;1;4;01;;0;1;1;1430;2;0;0
5;52;2259489;F001;9.8712622226378;01;01;1;01;2;1;08;4;4;01;;0;2;0;6850;1;0;0
5;52;6666837;F001;7.0924503750107;01;01;1;02;2;2;11;3;2;05;;0;0;2;1356;;0;0
5;52;6666837;F002;7.0924503750107;01;01;1;03;2;;;;;;4;;2;0;1000;;9;9
5;52;6806155;F001;8.1907821304739;01;01;1;01;4;1;08;2;2;03;;2;2;2;1475;1;0;0
5;52;3515275;F001;10.2299795165636;01;01;1;01;3;1;08;4;2;03;;1;1;2;1070.67;1;0;0
5;52;4973410;F001;9.8121878986723;01;01;1;01;3;1;13;3;2;03;;0;1;2;1608;1;0;0
5;52;6127404;F001;9.6367997786753;01;01;1;01;5;2;10;2;1;03;;1;2;3;969.6;1;0;0
5;52;6266839;F001;12.9752599791941;01;01;1;01;3;1;07;4;4;03;;1;2;1;4000;1;0;0
5;52;7109478;F001;7.5691847325976;01;01;1;01;6;1;09;3;4;03;;3;2;4;202;2;0;0
5;52;7320117;F001;9.1460690490194;01;01;1;01;2;2;13;4;4;05;;0;1;1;1212;;0;0
5;52;6744120;F001;17.771287457339;01;01;1;01;4;2;12;2;4;03;;2;2;2;500;2;0;0
5;52;5337244;F001;7.9486461360815;01;01;1;01;5;2;09;4;2;03;;0;2;3;2525.6;1;0;0
5;52;3096135;F001;9.9420985448412;01;01;1;01;2;2;05;3;4;01;;0;1;1;1116;1;0;0
5;52;834541;F001;5.85975464229;01;01;1;01;3;2;11;2;4;03;;0;2;1;804;1;0;0
5;52;7417309;F001;10.0788718879062;01;01;1;01;4;1;07;3;4;03;;2;2;2;728;1;0;0
5;52;2852569;F001;9.7692614797744;01;01;1;01;3;1;05;2;4;03;;1;1;2;833.33;1;0;0
5;52;4949299;F001;8.5825876348585;01;01;1;01;3;2;08;3;4;03;;1;2;1;808;1;0;0
5;52;6342589;F001;7.2271378976424;01;01;1;01;4;1;08;3;1;03;;2;1;3;1125;1;0;0
5;52;3067453;F001;11.7964112283881;01;01;1;01;2;1;11;2;1;07;;1;1;1;750;;0;0
5;52;7048669;F001;16.0294760441935;01;01;1;01;2;2;11;1;4;01;;0;1;1;1212;1;0;0
5;52;879725;F001;10.8473206987345;01;01;1;01;3;2;06;3;4;03;;1;2;1;1433.33;1;0;0
5;52;2223191;F001;8.2445506585145;01;01;1;02;2;2;09;4;4;05;;1;0;2;606;;0;0
5;52;2223191;F002;8.2445506585145;01;01;1;03;2;;;;;;1;;1;1;1212;;9;9
5;52;7161340;F001;15.2156146858984;01;01;1;01;3;2;06;3;1;06;;1;0;3;808;;0;0
5;52;5787095;F001;10.1901921000229;01;01;1;01;2;1;05;3;4;01;;0;1;1;1212;1;0;0
5;52;4204252;F001;8.4560229834304;01;01;1;01;2;2;04;3;4;05;;1;0;2;1050;;0;0
5;52;7146354;F001;8.4798765774312;01;01;1;01;3;1;12;1;4;03;;1;1;2;1070.67;1;0;0
5;52;3400879;F001;12.2505004572504;01;01;1;01;3;2;07;2;4;05;;2;1;2;200;;0;0
5;52;3646704;F001;15.814342712751;01;01;1;01;6;1;09;2;1;03;;3;2;4;404;2;0;0
5;52;3450275;F001;14.2713347315088;01;01;1;01;2;2;13;1;1;01;;0;1;1;656;2;0;0
5;52;1521544;F001;10.4372335657224;01;01;1;01;4;1;10;3;4;03;;1;2;2;2400;1;0;0
5;52;1660800;F001;11.0650302135036;01;01;1;01;4;1;10;3;4;03;;0;2;2;909;1;0;0
5;52;940032;F001;11.8450776526651;01;01;1;01;3;2;10;4;2;03;;0;2;1;3266.67;1;0;0
5;52;3790671;F001;7.2097060301226;01;01;1;01;2;1;12;1;1;01;;0;1;1;1050;1;0;0
5;52;4774822;F001;14.5884913480592;01;01;1;01;5;2;06;3;2;10;;0;1;4;400;;0;0
5;52;1337696;F001;11.5448413159568;01;01;1;01;3;2;11;2;1;03;;1;1;2;404;3;0;0
5;52;2147045;F001;13.639298738645;01;01;1;01;4;1;10;3;2;03;;1;1;3;1125;1;0;0
5;52;4504221;F001;15.5120954878713;01;01;1;01;2;2;10;2;1;01;;0;1;1;950;3;0;0
5;52;4637574;F001;13.3142385243524;01;01;1;01;2;1;10;1;4;01;;0;1;1;906;1;0;0
5;52;5471608;F001;9.6576369117239;01;01;1;01;3;2;12;1;1;03;;0;1;2;1408;1;0;0
5;52;2094446;F001;13.8340599375223;01;01;1;01;3;1;11;3;4;03;;1;1;2;3767;1;0;0
5;52;1873181;F001;9.6420015555091;01;01;1;01;3;1;12;2;1;02;;0;2;1;700;1;0;0
5;52;4264223;F001;7.7623419207843;01;01;1;01;2;1;10;3;2;01;;0;1;1;2250;1;0;0
5;52;4764317;F001;10.464995973048;01;01;1;01;4;2;07;1;4;03;;2;2;2;453;1;0;0
5;52;6232583;F001;11.3100656910337;01;01;1;01;4;1;09;4;1;03;;1;3;1;1803;1;0;0
5;52;281785;F001;6.7031307478415;01;01;1;01;2;1;13;2;4;01;;0;1;1;1050;2;0;0
5;52;7463384;F001;3.9612887164747;01;01;1;01;3;2;04;1;4;05;;2;0;3;200;;0;0
5;52;1457023;F001;5.247044357231;01;01;1;01;5;1;06;3;4;04;;1;3;2;120;3;0;0
5;52;1683773;F001;10.8112525749943;01;01;1;02;2;1;14;1;4;01;;0;1;1;956;1;0;0
5;52;1683773;F002;10.8112525749943;01;01;1;03;2;;;;;;4;;1;1;600;;9;9
5;52;7446099;F001;9.7117724676555;01;01;1;01;3;1;07;3;4;03;;0;1;2;1504;1;0;0
5;52;6073728;F001;11.7749581140638;01;01;1;01;4;2;10;3;4;03;;1;2;2;606;1;0;0
5;52;4916185;F001;14.7189524883928;01;01;1;01;3;2;10;3;1;05;;0;2;1;1466.67;;0;0
5;52;628674;F001;13.4344995801727;01;01;1;01;3;2;08;3;1;05;;2;0;3;554;;0;0
5;52;7285029;F001;16.7578841337236;01;01;1;01;3;2;09;1;1;05;;1;1;2;500;;0;0
5;52;7375095;F001;10.601151143797;01;01;1;01;3;1;10;3;4;03;;0;2;1;1466.67;1;0;0
5;52;2568626;F001;12.7683579801387;01;01;1;01;5;1;12;1;4;04;;2;3;2;2500;3;0;0
5;52;545850;F001;5.7805981857717;01;01;1;01;4;2;06;2;4;03;;2;3;1;675;1;0;0
5;52;1705372;F001;8.271581359828;01;01;1;01;3;2;05;1;4;03;;1;1;2;846.67;1;0;0
5;52;7307520;F001;12.9552080671395;01;01;1;01;2;2;13;1;1;01;;0;1;1;1212;1;0;0
5;52;5115802;F001;15.7667506669933;01;01;1;01;4;2;08;3;1;03;;1;2;2;500;1;0;0
5;52;1769259;F001;7.2909293564153;01;01;1;01;5;1;08;2;4;03;;3;2;3;1040;1;0;0
5;52;6315597;F001;7.7747815912283;01;01;1;02;2;1;08;3;4;07;;0;2;0;1500;;0;0
5;52;6315597;F002;7.7747815912283;01;01;1;03;4;;;;;;2;;3;1;1400;;9;9
5;52;5872566;F001;4.6718877103357;01;01;1;01;5;1;07;1;4;08;;2;3;2;300;;0;0
5;52;686342;F001;14.6110934156977;01;01;1;01;3;2;10;1;1;06;;1;1;2;266.67;;0;0
5;52;7488751;F001;11.0694410999886;01;01;1;01;2;2;05;3;1;01;;0;1;1;656;1;0;0
5;52;7215082;F001;11.3408036413727;01;01;1;01;2;1;05;2;4;01;;0;1;1;750;2;0;0
5;52;6045900;F001;11.8906072071475;01;01;1;01;2;1;08;3;4;01;;0;1;1;1700;1;0;0
5;52;5396602;F001;12.5201432212244;01;01;1;01;3;1;05;2;4;10;;0;2;1;404;;0;0
5;52;3918697;F001;11.1975494032857;01;01;1;01;3;1;06;1;2;03;;0;2;1;433.33;2;0;0
5;52;5051084;F001;8.6779064835873;01;01;1;01;3;1;13;1;4;02;;0;2;1;966.67;2;0;0
5;52;5425556;F001;12.7754554022325;01;01;1;01;4;2;06;3;4;03;;1;2;2;500;1;0;0
5;52;6893730;F001;6.5680312077936;01;01;1;01;6;2;09;1;4;05;;4;2;4;202;;0;0
5;52;1691461;F001;5.5485337580038;01;01;1;02;3;1;09;3;4;03;;1;1;2;3333.67;2;0;0
5;52;1691461;F002;5.5485337580038;01;01;1;03;2;;;;;;3;;0;2;2500;;9;9
5;52;6609344;F001;18.340328908713;01;01;1;01;3;2;09;3;1;05;;0;0;3;1404;;0;0
5;52;1004899;F001;4.060230107152;01;01;1;01;4;1;10;2;4;04;;1;2;2;250;2;0;0
5;52;6961449;F001;10.2262375662249;01;01;1;01;3;1;09;3;4;03;;1;2;1;500;2;0;0
5;52;250026;F001;12.342427388564;01;01;1;01;2;2;11;1;4;05;;0;1;1;1106;;0;0
5;52;3273572;F001;12.5915960459966;01;01;1;01;4;2;05;3;1;10;;0;1;3;628;;0;0
5;52;5204729;F001;14.5676397524199;01;01;1;01;2;2;09;3;4;05;;0;1;1;950;;0;0
5;52;4914342;F001;15.5807635882158;01;01;1;01;4;1;07;3;2;03;;2;2;2;775;1;0;0
5;52;4009646;F001;8.2364745829216;01;01;1;01;5;2;09;2;4;03;;0;2;3;1142.4;1;0;0
5;52;7719287;F001;17.8698919327729;01;01;1;01;3;1;09;4;2;07;;0;3;0;1833.33;;0;0
5;52;2995978;F001;4.171599426168;01;01;1;01;3;1;13;1;1;03;;0;1;2;808;1;0;0
5;52;5764825;F001;14.2271236128935;01;01;1;01;3;1;09;3;4;03;;1;2;1;633.33;1;0;0
5;52;6659426;F001;7.5053211783613;01;01;1;01;3;1;08;3;1;03;;1;1;2;2666.67;1;0;0
5;52;3991156;F001;8.8046157044036;01;01;1;01;4;2;07;2;4;05;;3;3;1;300;;0;0
5;52;2153615;F001;27.7102724178559;01;01;1;01;7;2;08;2;4;05;;4;5;2;271.43;;0;0
5;52;1300824;F001;7.9268587251928;01;01;1;01;2;2;17;2;1;05;;0;1;1;1200;;0;0
5;52;5338388;F001;11.7919756558764;01;01;1;01;3;2;06;4;4;03;;1;1;2;2000;3;0;0
5;52;973111;F001;7.3954231904714;01;01;1;01;4;2;08;3;1;05;;3;1;3;500;;0;0
5;52;7004676;F001;12.5550883645432;01;01;1;01;5;2;14;1;4;06;;0;1;4;320;;0;0
5;52;7179003;F001;10.192109375284;01;01;1;01;3;2;09;3;4;03;;1;1;2;333.33;3;0;0
5;52;7716979;F001;14.0896431600509;01;01;1;01;3;2;11;1;1;06;;0;0;3;916.67;;0;0
5;52;5026275;F001;14.0431125872333;01;01;1;01;3;1;13;3;1;03;;0;2;1;970.67;1;0;0
5;52;4179441;F001;13.1917020488173;01;01;1;01;3;1;06;3;2;03;;1;1;2;1533.33;1;0;0
5;52;3355623;F001;11.3068499955397;01;01;1;01;3;1;15;1;4;02;;0;1;2;1200;1;0;0
5;52;414517;F001;13.0447392645517;01;01;1;02;3;1;14;1;4;03;;0;2;1;2333.33;1;0;0
5;52;414517;F002;13.0447392645517;01;01;1;03;2;;;;;;4;;2;0;1500;;9;9
5;52;945521;F001;11.2376750745399;01;01;1;01;2;1;05;3;1;01;;0;1;1;600;2;0;0
5;52;1137333;F001;8.3662830529974;01;01;1;01;4;2;10;1;4;03;;0;3;1;999.5;1;0;0
5;52;3438311;F001;5.0000000000124;01;01;1;01;2;2;05;2;4;01;;0;1;1;1200;1;0;0
5;52;5951403;F001;10.9006854848505;01;01;1;01;4;2;06;2;4;03;;2;3;1;440.5;1;0;0
5;52;6652764;F001;9.0241707813389;01;01;1;01;4;2;09;3;4;05;;2;3;1;450;;0;0
5;52;662906;F001;8.987519619202;01;01;1;02;2;2;10;3;4;01;;0;1;1;1000.5;3;0;0
5;52;662906;F002;8.987519619202;01;01;1;03;4;;;;;;2;;2;2;400;;9;9
5;52;7165871;F001;20.5692767375731;01;01;1;01;11;2;12;1;4;10;;0;5;6;250;;0;0
5;52;288393;F001;14.0843885047696;01;01;1;01;4;2;06;3;4;03;;2;2;2;400;1;0;0
5;52;5342572;F001;10.4541324723694;01;01;1;01;3;2;08;2;1;06;;0;1;2;833.33;;0;0
5;52;7377044;F001;7.2968755940014;01;01;1;01;2;2;08;3;1;01;;0;1;1;750;2;0;0
5;52;4333988;F001;9.7998377242176;01;01;1;01;3;2;05;3;2;03;;1;2;1;537.33;1;0;0
5;52;1632075;F001;11.3262643389365;01;01;1;01;4;1;10;1;1;03;;1;2;2;1100;1;0;0
5;52;3231011;F001;7.7078550385741;01;01;1;02;3;2;10;1;1;03;;0;2;1;1466.67;1;0;0
5;52;3231011;F002;7.7078550385741;01;01;1;03;2;;;;;;1;;1;1;1000;;9;9
5;52;7345205;F001;8.0675046023233;01;01;1;01;3;2;10;1;4;03;;0;2;1;816.67;1;0;0
5;52;925102;F001;13.9339202692444;01;01;1;01;2;1;12;1;4;07;;0;2;0;1400;;0;0
5;52;312326;F001;4.4025795285455;01;01;1;01;2;2;12;1;4;05;;0;1;1;650;;0;0
5;52;6854244;F001;7.7655481430106;01;01;1;01;6;2;08;3;4;03;;4;3;3;335.83;1;0;0
5;52;4429307;F001;6.8281488589394;01;01;1;01;5;2;10;4;2;03;;1;3;2;500;1;0;0
5;52;6469232;F001;5.0067710988039;01;01;1;01;2;1;14;1;2;07;;0;2;0;881;;0;0
5;52;2472425;F001;3.9561948485635;01;01;1;01;2;1;06;2;2;01;;0;1;1;1306;1;0;0
5;52;3815079;F001;7.5870314017746;01;01;1;01;4;1;09;1;4;03;;1;2;2;1150;1;0;0
5;52;203240;F001;8.005586278827;01;01;1;01;3;2;11;1;4;03;;0;2;1;1620.67;1;0;0
5;52;4761113;F001;7.3199144049101;01;01;1;01;3;2;06;1;4;03;;1;1;2;437.33;1;0;0
5;52;4739349;F001;5.2093560314816;01;01;1;01;3;2;07;2;2;05;;1;0;3;200;;0;0
5;52;1226668;F001;8.569925017966;01;01;1;01;5;2;09;3;4;03;;3;2;3;520;1;0;0
5;52;3388091;F001;6.6115925584519;01;01;1;01;6;2;06;1;4;03;;4;2;4;566.67;1;0;0
5;52;2847810;F001;2.6059380995172;01;01;1;02;2;1;12;1;4;01;;0;1;1;1200;1;0;0
5;52;2847810;F002;2.6059380995172;01;01;1;03;3;;;;;;4;;2;1;404;;9;9
5;52;5832199;F001;5.9855737995598;01;01;1;01;5;2;06;3;4;03;;2;3;2;362.4;1;0;0
5;52;6498348;F001;6.2594658370872;01;01;1;01;4;1;10;1;4;03;;1;2;2;795;1;0;0
5;52;3462738;F001;4.9137847304473;01;01;1;01;3;2;06;2;4;03;;1;2;1;808;1;0;0
5;52;4974624;F001;4.5494477560404;01;01;1;01;3;1;06;1;1;03;;1;2;1;500;1;0;0
5;52;5618883;F001;5.4611042437619;01;01;1;01;2;2;10;3;4;01;;0;1;1;1200;3;0;0
5;52;6020435;F001;5.633551040527;01;01;1;01;3;1;11;1;1;03;;0;1;2;566.67;2;0;0
5;52;6459906;F001;6.5233650154492;01;01;1;01;4;2;09;3;1;03;;0;2;2;840;1;0;0
5;52;7253337;F001;7.415927836063;01;01;1;01;5;1;07;2;4;03;;2;4;1;362.4;1;0;0
5;52;431951;F001;6.2850443625479;01;01;1;01;3;1;07;3;1;03;;1;2;1;1270.67;1;0;0
5;52;5707365;F001;5.9896937470929;01;01;1;01;2;2;10;2;2;05;;0;0;2;900;;0;0
5;52;2028346;F001;7.281125037953;01;01;1;01;4;2;06;3;1;03;;1;2;2;625;3;0;0
5;52;6278296;F001;6.3226124630041;01;01;1;01;2;2;12;1;4;05;;0;1;1;200;;0;0
5;52;7235071;F001;5.6902423124711;01;01;1;01;2;2;08;3;4;01;;0;1;1;2606;1;0;0
5;52;1423359;F001;3.3137243951994;01;01;1;01;5;1;10;1;4;03;;1;2;3;838;1;0;0
5;52;3315818;F001;4.7638002660206;01;01;1;01;5;2;07;2;1;03;;1;2;3;604.8;1;0;0
5;52;7386026;F001;9.9528185180158;01;01;1;01;4;2;11;1;1;03;;1;2;2;1200;3;0;0
5;52;20778;F001;5.1918396737001;01;01;1;01;2;2;13;1;4;05;;1;0;2;600;;0;0
5;52;5263002;F001;6.4361617249606;01;01;1;01;3;2;05;3;1;03;;1;2;1;1233.33;1;0;0
5;52;3303365;F001;5.4611042437619;01;01;1;01;2;1;10;1;1;01;;0;1;1;2750;1;0;0
5;52;7082752;F001;4.2096068069501;01;01;1;01;3;2;05;1;4;03;;1;2;1;400;2;0;0
5;52;567405;F001;4.0509422737581;01;01;1;01;4;2;07;1;4;03;;2;2;2;453;1;0;0
5;52;7608568;F001;6.022153997112;01;01;1;01;4;1;11;4;4;03;;0;3;1;850;2;0;0
5;52;4184647;F001;3.9063947902999;01;01;1;01;3;1;05;3;4;03;;1;2;1;1033.33;2;0;0
5;52;5546399;F001;6.3419646124778;01;01;1;01;7;2;10;1;4;03;;3;3;4;339.71;1;0;0
5;52;1152251;F001;3.9063947902999;01;01;1;01;3;2;04;1;2;03;;1;2;1;1033.33;1;0;0
5;52;702248;F001;6.625569313606;01;01;1;01;3;1;09;1;1;07;;0;1;2;776.67;;0;0
5;52;3097284;F001;14.796306765357;02;01;1;01;4;1;09;4;4;04;;1;1;3;2400;2;0;0
5;52;3616203;F001;11.2530589075996;02;01;1;01;3;1;11;1;4;03;;0;2;1;1170.67;1;0;0
5;52;3768831;F001;8.2816020613235;02;01;1;01;2;2;07;4;4;01;;0;1;1;8000;1;0;0
5;52;2557340;F001;11.5206855391229;02;01;1;01;5;1;08;2;4;03;;0;4;1;807.2;1;0;0
5;52;4815812;F001;15.6832474968095;02;01;1;01;3;2;15;1;4;02;;0;1;2;808;3;0;0
5;52;7640135;F001;11.3140912166001;02;01;1;01;3;2;07;2;1;03;;1;2;1;466.67;2;0;0
5;52;3138605;F001;12.7805348946994;02;01;1;01;4;1;06;2;4;03;;1;3;1;889.25;1;0;0
5;52;1783759;F001;6.4722564831889;02;01;1;01;2;1;10;4;1;10;;0;1;1;7950;;0;0
5;52;2050845;F001;9.1082344463965;02;01;1;01;4;1;14;1;4;07;;3;4;0;325;;0;0
5;52;677141;F001;12.525809227975;02;01;1;01;3;1;10;4;2;03;;1;1;2;1000;2;0;0
5;52;340621;F001;11.2856314127866;02;01;1;01;2;1;11;3;1;01;;0;1;1;6500;1;0;0
5;52;2384203;F001;5.3896086299894;02;01;1;01;5;1;16;1;1;03;;1;2;3;1027.2;2;0;0
5;52;1333956;F001;11.9279722668334;02;01;1;01;3;1;09;3;4;03;;1;2;1;1404;1;0;0
5;52;4439448;F001;8.9234858911305;02;01;1;01;2;1;14;2;1;01;;0;1;1;2000;2;0;0
5;52;119719;F001;8.1499020528705;01;01;1;01;3;2;10;3;1;03;;0;2;1;800;2;0;0
5;52;1437297;F001;7.8807103005897;01;01;1;01;4;1;08;2;2;10;;0;3;1;775;;0;0
5;52;3891767;F001;9.1986131726683;01;01;1;01;5;2;08;3;4;03;;2;4;1;680;1;0;0
5;52;4945538;F001;5.0080813281591;01;01;1;01;2;1;08;1;4;01;;0;1;1;2100;1;0;0
5;52;4924851;F001;11.1510703345176;01;01;1;01;4;1;12;1;4;03;;1;3;1;524.5;2;0;0
5;52;5223056;F001;8.7944848336806;01;01;1;01;2;2;16;1;4;05;;0;1;1;1300;;0;0
5;52;5988175;F001;9.0728460940122;01;01;1;02;3;2;10;2;4;03;;1;1;2;1333.33;3;0;0
5;52;5988175;F002;9.0728460940122;01;01;1;03;2;;;;;;3;;0;2;700;;9;9
5;52;4686188;F001;15.9217299178637;01;01;1;01;5;2;06;3;4;03;;3;2;3;700;1;0;0
5;52;7786480;F001;11.8526160206438;01;01;1;01;4;2;07;4;1;03;;0;2;2;1050;1;0;0
5;52;1707963;F001;9.1443019279777;01;01;1;01;2;2;09;2;4;01;;0;1;1;2100;1;0;0
5;52;7275568;F001;6.0677813759675;01;01;1;01;3;2;10;3;4;05;;1;0;3;300;;0;0
5;52;5577957;F001;5.8768951319675;01;01;1;01;2;2;14;1;4;01;;0;1;1;1500;3;0;0
5;52;6669051;F001;7.8121843923119;01;01;1;01;3;2;10;1;4;03;;0;1;2;800;1;0;0
5;52;3169379;F001;5.5333380635214;01;01;1;01;5;2;09;4;4;04;;2;2;3;2600;1;0;0
5;52;2408165;F001;10.4483797857631;01;01;1;01;3;1;11;1;4;03;;1;1;2;1033.33;1;0;0
5;52;683474;F001;11.0736449857731;01;01;1;01;3;2;10;2;4;05;;1;0;3;804;;0;0
5;52;2190860;F001;12.1847216924181;01;01;1;01;2;1;07;3;4;10;;0;2;0;1550;;0;0
5;52;7067235;F001;9.2419563726827;01;01;1;01;2;2;09;1;4;01;;0;1;1;1000;1;0;0
5;52;4282780;F001;13.2334476858087;01;01;1;02;2;1;12;2;4;01;;0;1;1;2150;1;0;0
5;52;4282780;F002;13.2334476858087;01;01;1;03;3;;;;;;2;;2;1;3333.33;;9;9
5;52;1290864;F001;10.4501884901106;01;01;1;01;3;2;07;4;4;06;;1;1;2;1066.67;;0;0
5;52;3027468;F001;14.5033009706205;01;01;1;01;2;2;11;3;2;05;;0;0;2;4000;;0;0
5;52;1405872;F001;11.1790567656159;01;01;1;01;2;2;12;1;4;01;;0;1;1;1250;3;0;0
5;52;4123253;F001;9.229800126885;01;01;1;01;5;2;05;3;4;03;;3;3;2;440;1;0;0
5;52;4403883;F001;8.705384583934;01;01;1;01;3;1;06;2;4;03;;0;1;2;1466.67;1;0;0
5;52;2586292;F001;16.2990578853962;01;01;1;01;4;1;07;1;4;03;;2;1;3;850;1;0;0
5;52;6124892;F001;6.2507417003761;01;01;1;01;4;2;10;1;4;05;;3;1;3;100;;0;0
5;52;783;F001;9.8607765382845;01;01;1;01;3;1;14;1;4;03;;0;2;1;1404;2;0;0
5;52;3897897;F001;15.1076543966026;01;01;1;01;2;2;11;1;4;05;;0;0;2;900;;0;0
5;52;4190920;F001;10.6811148959212;01;01;1;01;3;1;07;1;2;03;;1;2;1;900;1;0;0
5;52;2265089;F001;12.861824108997;01;01;1;01;4;1;05;3;4;03;;2;3;1;400;1;0;0
5;52;987454;F001;10.9673757687986;01;01;1;01;4;2;08;3;2;03;;0;2;2;1000;2;0;0
5;52;7778156;F001;11.902962813286;01;01;1;01;4;1;13;1;1;03;;0;1;3;601;2;0;0
5;52;2102349;F001;11.8217935482979;01;01;1;01;2;2;09;3;4;05;;0;1;1;760;;0;0
5;52;1247965;F001;12.9401864352622;01;01;1;02;2;2;12;1;4;05;;0;1;1;600;;0;0
5;52;1247965;F002;12.9401864352622;01;01;1;03;2;;;;;;1;;1;1;0;;9;9
5;52;3548700;F001;7.754424691391;01;01;1;01;4;1;13;1;2;03;;0;1;3;400;3;0;0
5;52;3031646;F001;11.3786639997631;01;01;1;01;2;2;09;1;4;05;;1;1;1;600;;0;0
5;52;7029881;F001;12.8099868924281;01;01;1;01;2;1;07;3;2;01;;0;1;1;1750;1;0;0
5;52;4133360;F001;15.4542553869977;01;01;1;01;3;1;12;3;4;02;;0;1;2;1800;1;0;0
5;52;2237642;F001;10.9983244175615;01;01;1;01;3;2;09;3;4;03;;0;2;1;1516.67;1;0;0
5;52;7214374;F001;9.1893844144257;01;01;1;02;3;2;08;4;4;06;;1;1;2;40;;0;0
5;52;7214374;F002;9.1893844144257;01;01;1;03;2;;;;;;1;;1;1;1310;;9;9
5;52;4387267;F001;8.1365920245699;01;01;1;01;3;1;06;3;2;03;;1;2;1;1212;1;0;0
5;52;293885;F001;7.8073384908687;01;01;1;01;3;1;08;3;4;03;;1;2;1;1066.67;1;0;0
5;52;3267481;F001;6.7982022076657;01;01;1;01;4;2;07;2;1;03;;0;3;1;4500;1;0;0
5;52;373019;F001;8.6974552835518;01;01;1;01;3;1;08;1;4;10;;0;2;1;841.67;;0;0
5;52;3572271;F001;12.090832026559;01;01;1;01;3;1;07;3;4;03;;1;2;1;800;2;0;0
5;52;2064568;F001;7.9163466029807;01;01;1;01;3;1;06;3;2;03;;1;2;1;400;2;0;0
5;52;7320554;F001;12.0577711126936;01;01;1;01;4;1;10;3;2;03;;0;2;2;2900;1;0;0
5;52;5888251;F001;11.5712488676136;01;01;1;01;4;2;07;3;4;03;;1;2;2;1350;1;0;0
5;52;3134713;F001;11.381643235618;01;01;1;01;3;2;05;3;1;03;;1;2;1;2533.33;1;0;0
